country,sdg1_wpc,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_obesity,sdg2_crlyld,sdg2_snmi,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg4_primary,sdg4_schlyrs,sdg4_literacy,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg6_safesan,Population using at least basic sanitation services (%),sdg6_safewat,sdg6_water,sdg6_freshwat,sdg6_scarcew,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg8_adjgrowth,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg9_intuse,sdg9_mobuse,sdg9_infrqual,sdg9_lpi,sdg9_qs,sdg9_articles,sdg9_rdex,sdg10_adjgini,sdg11_pm25,sdg11_pipedwat,sdg11_transport,sdg12_msw,sdg12_ewaste,sdg6_wastewat,sdg12_so2prod,sdg12_so2import,sdg12_prodnitro,sdg12_reacnitro,sdg13_co2pc,sdg13_co2import,sdg13_ccvm,sdg13_co2export,sdg14_cpma,sdg14_biodiv,sdg14_cleanwat,sdg14_fish,sdg14_fishstocks,sdg14_trawl,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_biofrwter,sdg16_homicides,sdg16_prison,sdg16_safe,sdg16_goveff,sdg16_prs,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg17_govex,sdg17_govspd,sdg17_govrev,sdg17_cohaven,sdg1_oecdpov,sdg3_incomeg,sdg3_region,sdg3_smoke,sdg4_pisa,sdg4_resil,sdg4_science,sdg4_socioec,sdg4_tertiary,sdg5_paygap,sdg7_ren,sdg8_empop,sdg8_yneet,sdg9_netacc,sdg9_patents,sdg9_rdres,sdg9_womensci,sdg10_elder,sdg10_palma,sdg11_rentover,sdg12_mswrecycl,sdg13_ecr,sdg17_secrecy
Equatorial Guinea,,,26.2000007629395,3.09999990463257,8.0,,,342.0,32.0,90.9,181.0,2.65,24.98,179.9,20.8,58.2,157.8528,68.3,19.0,53.179,,43.34419,5.5,97.13137,65.1,54.794520547945204,90.07346040033866,24.0,,74.53795,,49.59008,0.1,2.0757027071492913,67.5613708496094,21.5270340442657,,-8.909519782960015,80.0,,6.91400003433228,23.779999971074,0.251414256359037,,1.5,0.0,0.0060581748520249865,,,47.11721082,48.05204561903338,,,10.8,1.25,0.9052031971344535,0.7315934589667745,,,4.733816529,,,,99.99775700000001,93.13,60.77,30.36,13.74,23.160198400000002,100.0,,0.81,3.323774610017728,,3.21,59.17,,,,53.5,17.0,27.8,0.0,,,11.99457971855123,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,37.992693705901296,,50.2999992370605,15.3000001907349,5.0,0.4142,,501.0,17.7,44.5,74.0,0.392,25.4,174.92,24.9,64.7,53.4908,34.1,93.0,39.806,,42.43315,3.9,86.97491,69.1,,86.3173731786921,22.0,,11.25753,,19.29033,10.11,1.1908524002799423,45.8334197998047,13.7544453144073,1.5864107775693144,,50.0,,6.36299991607666,1.177118720157,0.0,,2.062937,0.0,0.0017155618616469998,0.0,,43.49048059,69.0,,0.5,0.3,0.0,1.0820239044266289,0.5575302014811968,16.677093538667023,-12.634312455926892,0.132758694,0.06627049801607598,0.318,0.0,0.0,87.21,56.48,50.18,10.73,,13.34,0.03,0.91,66.75168787240558,0.32383119434847407,7.46,,,,,,20.0,,0.0,5.42597097346008,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,0.457693137520625,2.5,2.58,0.7,21.2,2.6584,0.784012591731492,9.0,1.3,2.9,16.0,0.066,17.17,26.51,6.3,77.6,13.3262,99.4,93.0,74.95,5.9,93.32992,12.5,99.9489,15.400000000000006,106.55737704918033,80.22546655873842,26.7,92.90369,,81.69058,,22.48,4.690817480014875,100.0,91.6874602437019,1.5705917624052304,-0.11317228818908745,80.0,97.9939727783203,,87.2373320920335,121.607659614673,5.369565487,3.17635,34.9,1.1289641751787889,1.49502,37.35165297985077,9.404689495,99.68798112218138,64.0,,14.0,71.87752,68.26911572248406,-4.464699327261658,38.02849712371572,27.808020182288093,14.84881917,-3.139737439460152,0.041,38.68198760199048,97.7562584119229,94.33,65.23,97.9,1.3,29.575412300000004,94.91,93.59,0.98,12.168867715302106,8.427767976113442,3.2,215.08,70.0,4.211778879000001,5.409949143666666,100.0,71.0,0.0,0.0,11.860934072060552,0.17,,0.0,16.1,41.1,5.200000000000003,21.3,524.3333333333334,48.283048798996205,8.78292838030506,7.847899482435351,38.756851,28.339350181,27.4768334658828,74.125,14.530252,50.28,7.426208278356057,6.94413318392829,35.00180050414116,31.900000000000002,1.25,8.25,1.0652796,12.13,50.849999999999994
Ethiopia,16.3801003153164,28.8,40.4000015258789,8.69999980926514,4.5,2.484,0.8151705818585977,353.0,27.6,58.4,177.0,0.393,19.33,96.34,27.3,64.8,64.8554,27.7,70.0,41.076,4.2,85.43871,2.6,54.98298,36.6,43.24324324324324,87.9246867747848,38.8,,7.07892,,,11.6,1.3072612993806836,27.2,1.99999809265137,0.9861102461497401,-0.27977583311531995,80.0,34.8275680541992,5.2039999961853,15.3669238595896,5.22737591119715,3.517645597,2.117674,0.0,0.010946923961240428,0.60468,,35.73814656,86.01064257378846,41.0,0.3,0.5,0.0,0.3989565884573895,0.3092834088163221,,,0.119124015,0.05179365248487422,0.274,0.0002093629457685505,,,,,,,19.77,16.0,0.84,2.7400213663333473,0.1515773029184859,7.6,119.31,66.0,3.6789881230000008,4.062270403,2.7,35.0,27.4,0.0,9.69271489575928,,8.764725377006434,0.0,,,,,,,,,,,,,,,,,,,,,,,
Fiji,0.358690811606855,4.6,7.5,6.30000019073486,30.2,3.0178,,30.0,8.8,22.0,59.0,0.058,31.42,81.03999999999999,5.8,69.9,43.7334,98.8,94.0,46.665,,97.64498,10.5,,27.799999999999997,106.86274509803924,54.066996006377444,16.0,,95.67705,,93.71245,0.45,2.4464189683676523,100.0,36.5240454673767,,-1.8151219652038058,,,6.30499982833862,46.5069783122217,54.2970314655748,,2.245696,0.0,0.1723485691397036,,,7.870697243,97.02536175418027,,2.1,3.3,3.9,6.694171760618464,-1.0461513958456736,12.87118956199172,-111.339578862183,1.320574708,0.3990564875207452,,0.2057429847532087,20.8079162470588,86.49,70.93,51.8,24.22,,7.19,,0.67,2.2276405111305335,5.7207987453163325,2.97,174.3,,,,,,,0.0,8.14573096603821,,25.314266193613268,,,,,,,,,,,,,,,,,,,,,,,,
Finland,0.0717725867232593,2.5,2.58,0.7,22.2,3.5741,0.6867579838164746,3.0,1.2,2.3,4.7,0.029,10.08,2.56,4.4,81.1,6.8998,99.9,92.0,85.827,7.8,99.05899,11.2,,9.799999999999997,103.60360360360362,88.56057285897533,42.0,91.60359,,96.851,,10.45,5.342857225067042,100.0,100.0,0.6337038266503359,-1.9825035858820228,100.0,99.7854156494141,,87.7036499599455,152.305995931044,6.099680901,4.007231,54.78333333333334,1.9161997204501002,2.90474,28.259599208831787,7.379235597,100.0,67.0,,21.4,75.945,17.62884977718886,21.077282754511938,43.66599036418366,74.30502813437566,8.660721243,1.6051747241367256,0.026,0.0759718806347227,57.7212654195093,89.89,69.41,96.45,4.520452045,79.3232366,73.75,73.69,0.99,12.513241305084543,8.518004142397883,1.6,56.96,88.0,5.362645626,6.5429496763333335,100.0,85.0,0.0,1.306831617857543,16.84800882021851,0.41,,0.0,6.3,26.299999999999997,2.0999999999999943,17.4,522.6666666666666,42.75806645707862,11.45456763464205,10.007774529424836,43.595264,18.055981324,43.2352625898503,69.975,13.227513,27.36999999999999,52.63870006523356,14.2684574425813,23.035581912527796,5.2,0.91,8.4,1.5079760999999998,38.79,52.7
Former Yugoslav Republic of Macedonia (FYROM),3.8561572283111802,3.9,4.90000009536743,1.79999995231628,22.4,3.8588,0.8322139489097143,8.0,8.3,12.2,16.0,0.002,22.2,102.5,8.1,75.7,16.5654,99.9,82.0,63.898,5.2,91.71095,9.4,98.7427,24.400000000000006,90.81632653061224,62.81720118934644,34.2,,90.9112,,,13.18,3.9609543120416255,100.0,61.4982545375824,1.1920777210604312,0.01848680947794043,50.0,76.5687713623047,22.9479999542236,72.1568144676058,57.1393701536513,4.059390359390073,2.581145,0.0,0.277207609454684,0.44329,45.663997530937195,40.4789043,98.34702670182544,50.0,1.06,6.1,1.2,,-10.852231885044034,17.786589228084754,,3.614938183,0.6003340372623311,0.035,,,,,,,,21.06,86.04,0.97,4.360027496992832,,1.59,164.88,72.0,3.663670228934676,4.018685037236872,99.7,35.0,12.5,0.0,,,16.597951709783512,0.0,,,,,,,,,,,,,,,,,,,,,,,
France,0.138642849024589,2.5,2.58,0.7,21.6,5.6868,0.3793638447756993,8.0,2.4,3.9,7.7,0.048,10.88,8.12,5.1,82.4,8.8022,98.3,90.0,80.9,6.6,98.71965,11.6,,4.799999999999997,97.45762711864407,84.10669282250424,39.0,92.09801,,93.31264,,22.77,5.904601749654573,100.0,100.0,0.5378192108842852,-1.4035521411483989,100.0,94.0040435791016,,85.6221999507862,82.4481321197286,6.051942825,4.011015,60.866666666666674,1.0727759546444886,2.23135,32.59573578834534,12.36533737,100.0,68.0,,22.1,66.4225,7.2470983049724405,13.768169376840286,48.14207507012731,122.39979379436198,4.572088249,1.0614759198099817,0.03,155.9180787923868,79.6512071188235,92.4,49.16,54.05,19.64672265,27.791722300000004,81.61,77.94,0.88,5.499286254231527,11.302220947415607,1.58,103.54,73.0,3.8291128156,5.524012248000001,100.0,70.0,0.0,2.586134110130163,17.05327304693726,0.433741,,0.0,8.1,13.100000000000009,4.0,22.4,495.6666666666667,26.649946437468973,22.06059355764542,20.347622794076045,34.582485,9.8721023181,13.4992623166677,64.75,17.187014,,39.68003901781527,10.1199787708683,29.206529632787092,3.1,1.1,12.43,1.4705856,11.78,51.65
Gabon,2.58532541483767,7.0,17.5,3.40000009536743,15.0,1.604,1.0466912770035262,291.0,21.8,47.4,485.0,1.492,16.32,69.77000000000001,22.7,66.0,98.484,89.3,64.0,50.549,4.8,,8.1,88.50414,41.9,81.11111111111111,72.15204856539991,17.1,,40.93039,,87.54092,0.12,2.377155936041217,89.4941940307617,73.151832818985,1.5865756586024131,-2.0459276388945997,80.0,58.6019973754883,19.6270008087158,48.0522737506185,83.35693857821,2.920995618615832,2.045943,0.0,0.029902221755280622,0.57893,46.328696608543396,39.86049558,94.49630280297669,26.0,0.45,7.6,0.0,0.9052031971344535,0.7315934589667745,9.79903110594548,-13.731063625557754,2.768265721,-0.5682987073913315,0.067,,98.5970593,83.3,65.33,49.49,47.18,39.6297701,61.17,93.61,0.96,1.3851923275524123,3.026130352098209,9.0,195.5,25.0,3.4516965889780002,3.9208939132236296,89.6,32.0,13.4,0.0,6.103641501820681,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",39.5332527151488,10.9,25.0,11.1000003814697,10.3,0.8407,0.9057152475128004,706.0,27.5,65.3,174.0,0.643,20.44,165.76,30.4,61.1,81.943,57.2,95.0,50.906,,77.59971,3.3,60.7779,68.7,61.904761904761905,75.62303633667639,10.3,,41.69376,,80.0586,1.45,26.578586936632686,47.2105140686035,3.95961999893188,,-6.2793692387353435,50.0,,9.44999980926514,18.5,21.1988122645022,4.087337017,,0.0,0.022810879170527754,0.13221,47.28893041610718,60.94814767,89.06065883657857,,0.53,1.2,,0.8166668856156838,0.7087551343951946,13.607535094197273,,0.267684889,0.22628286021362032,0.215,0.0,41.4983237,88.41,50.33,34.71,,1.3531802000000002,34.59,,0.98,13.689680583615079,0.6400811728797068,9.07,58.14,,4.269850063200001,4.259506623,72.0,30.0,19.2,0.0,9.25884390047424,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
Georgia,2.41735559547936,7.0,11.3000001907349,1.60000002384186,21.7,2.5172,1.1377242962762333,36.0,7.1,10.7,92.0,0.027,22.23,176.64,11.6,74.4,47.052,99.9,92.0,59.55,4.5,99.55309,12.2,99.70261,23.299999999999997,100.81967213114756,73.42352219227348,16.0,,84.87672,,,4.57,5.298941392581631,100.0,54.9780637025833,0.7903954264204743,0.6149456799948618,80.0,61.2304458618164,11.5469999313354,58.0061615743028,64.0275334646998,3.923647642,2.166667,12.35,0.14760260406251074,0.32046,51.42727494239807,20.4763228,96.973659090909,73.0,1.69,4.6,18.2,1.6405055679835596,4.502465322370686,14.080618910911245,35.473732595075006,2.411541991,0.837291583377529,0.059,119.11455590402859,,94.88,54.79,53.71,,6.4425073,29.3,27.3,0.86,0.30186659427565243,4.029838539240953,2.68,257.07,78.0,3.8040844918000003,4.337414185,99.6,56.0,4.2,0.15541395617326437,10.55416149420715,,23.470947061372613,0.0,,,,,,,,,,,,,,,,,,,,,,,
Germany,0.08782305549159419,2.5,1.29999995231628,1.0,22.3,7.1821,0.4501887796389328,6.0,2.3,3.8,8.1,0.067,12.01,13.19,4.2,81.0,6.8406,98.5,95.0,79.647,7.1,98.69239,13.2,,12.200000000000003,94.8529411764706,83.16141687297218,37.0,95.48039,,99.21542,,41.46,6.7316929354768105,100.0,100.0,1.196007786933902,-0.4654411938648531,100.0,99.1411895751953,,89.6471005903368,77.0313772360585,5.719192505,4.439356,74.0,1.258894133153582,2.87749,33.39020907878876,14.0153719,100.0,72.0,,21.6,96.806,7.048718474970596,17.548678394311402,42.2662941930755,205.41507799526346,8.889370395,-0.47302049554275705,0.031,775.7420225007895,86.4139733117505,93.83,50.79,40.87,57.31426857,80.59216599999999,78.67,81.4,0.98,4.474311381253961,11.056952089081983,0.85,78.1,69.0,5.2021180154,5.6192426683333325,100.0,81.0,0.0,1.9567433377172971,16.24919059233276,0.658794,,0.0,9.5,27.5,2.6000000000000085,20.9,508.0,33.50711195633337,16.995780469991228,15.839213303146494,28.291723,15.510718789,14.2062526977772,75.25,9.6113749,28.439999999999998,54.25016986094882,9.18513680736973,24.66773258718897,9.5,1.03,5.12,1.0949634,25.4,59.099999999999994
Ghana,10.0000017076366,7.6,18.7000007629395,4.69999980926514,10.9,1.8424,0.8713535701713463,319.0,26.9,58.8,156.0,0.603,21.31,160.96,26.1,62.4,67.644,70.8,89.0,52.814,5.5,84.58904,6.9,85.71615,47.8,73.41772151898734,94.44128318197336,12.7,,14.27951,,,2.79,2.325447677407105,78.3,20.7512199878693,1.2661552383991233,-2.249980875365845,80.0,57.7175254821777,2.35500001907349,34.66600065,69.6364073138863,3.690955639,2.484248,18.5,0.034817934217680264,0.37655,42.18490123748779,22.98826426,42.23020583271318,50.0,0.09,1.4,1.4,1.988523116525532,1.0135672218840859,,,0.536533378,0.21250251858260333,0.097,512.3662307166256,,93.14,40.04,57.62,39.0,7.8088796,84.96,,0.85,11.787836281032334,0.36879028343133635,1.7,54.5,66.0,3.8446885107999997,4.226130167333333,70.5,40.0,21.8,0.0,9.73584165654053,,13.677687847257863,0.0,,,,,,,,,,,,,,,,,,,,,,,
Greece,1.3838051274485201,2.5,1.5,0.800000011920929,24.9,4.1448,0.6971700469508307,3.0,2.3,3.8,4.4,0.056,12.34,18.65,8.1,81.0,7.4862,,97.0,78.723,5.1,93.57662,10.5,98.69457,12.0,95.37037037037037,75.10220570901251,18.3,75.24714,,98.89577,,19.72,8.041036299904398,100.0,100.0,1.310629419309796,-3.4540653839334365,80.0,85.4665222167969,,69.0879154723892,51.049767358184,4.343558788,3.316384,35.58333333333333,0.95901934562716,0.95673,44.928112626075745,13.48711001,100.0,48.0,,15.1,81.07843,45.293676107711505,16.823784684686537,56.91384186113355,215.0103841542082,6.180337268,1.5396545007146933,0.05,30.107946843844402,71.7983765462859,94.42,59.52,52.87,48.55887283,21.751505,72.55,86.11,0.85,4.337065109234021,7.604410418141803,0.85,88.69,56.00000000000001,2.4068145989999996,4.0144023896666665,100.0,48.0,0.0,0.0,13.33024595074097,0.156379,,0.0,14.899999999999999,9.0,2.5999999999999943,27.3,458.6666666666667,18.07205873220521,32.70113773301127,12.542764174554428,30.231607,4.4850498339,17.170047546133,53.5,23.541365,52.09,2.6766315049598233,7.10738246579021,,7.7,1.33,25.6,1.7272999999999998,22.59,57.875
Grenada,3.54773526236633,25.5,,,21.3,1.0067,,27.0,8.3,16.0,6.4,0.098,25.27,25.48,6.6,73.6,30.4132,99.0,95.0,54.986,,95.16711,8.6,,16.099999999999994,,,33.3,,88.30255,,95.62865,7.05,12.339404604871081,90.8073348999023,99.9696456565289,,-0.3834225046580181,,,,55.8564078225865,32.8466133045091,,,0.0,0.31961385428217337,,,15.1402398,,,2.71,10.0,,,-0.690677417870457,,,2.275498308,,,0.0,52.2264235666667,81.44,68.94,35.76,,,42.66,,0.76,5.329064352942203,,7.52,469.93,,,,,52.0,,0.0,,,19.429261275904103,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,7.98007455375903,15.6,46.5,0.699999988079071,21.2,2.1523,1.0473732433441056,88.0,14.0,28.5,24.0,0.11,15.49,67.53999999999999,19.9,71.9,72.4582,65.5,80.0,54.765,6.3,84.59885,6.3,94.35425,19.200000000000003,100.0,47.80752143473349,12.7,,67.36292,,,3.76,6.428076581488822,85.494371,36.1320853233337,1.4065588000223046,-2.9209165212472707,50.0,44.1070098876953,2.73499989509583,34.5093260915602,13.9265235472474,3.363133669,2.20135,0.0,0.005131925770523074,0.04468,55.813321471214294,34.84767569,90.54139410547731,72.0,2.0,3.5,8.0,5.1866238242288745,1.1677850324789643,7.984767803497396,-84.72676048260347,1.150977994,0.19450544375526602,0.092,87.82170512692078,13.0144937,93.99,33.15,34.91,18.1,30.8733814,30.75,49.63,0.72,16.13604208199913,1.9930576590766795,31.21,115.04,52.0,2.9661689284000006,3.9363740283333333,96.4,28.0,25.8,0.0,9.14404130601074,,10.378886769877127,0.0,,,,,,,,,,,,,,,,,,,,,,,
Guinea,31.2692772774599,17.5,35.7999992370605,5.59999990463257,7.7,1.18,0.858154451924522,679.0,25.1,89.0,176.0,0.589,20.32,167.57,28.1,59.0,137.4098,45.3,54.0,39.972,4.9,77.86783,2.6,46.29505,75.7,38.46153846153847,96.31427252423677,21.9,,21.95227,,67.37255,0.33,17.963036024254574,27.6412677764893,5.6484580039978,,-4.223297585081685,50.0,23.4860343933105,4.4850001335144,9.8,15.3276189818524,2.578125,2.011655,0.0,0.003065523796370484,0.0,33.71226191520691,22.63592379,65.48247215104084,36.0,,0.8,1.1,0.8166668856156836,0.7087551343951943,19.952417731830298,-84.95932716858971,0.207492621,0.04098674026507271,0.073,0.0,89.13744578,82.0,49.68,19.85,3.450345035,17.4433832,67.22,100.0,0.9,11.120240983899947,0.41167307716984575,8.46,25.33,54.0,2.9381687164,4.3740482326666665,57.9,27.0,28.3,0.0,8.85296786713379,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,58.2153015328838,28.3,27.6000003814697,6.0,9.5,1.4264,,549.0,38.2,88.1,374.0,1.234,18.8,191.88,26.8,58.9,87.2052,45.0,81.0,38.905,,70.89002,2.9,60.40235,56.3,,83.9998529869024,13.7,,21.466,,69.19661,0.71,22.55320305228623,17.2,3.03608179092407,,-6.503565530355196,50.0,,6.09999990463257,3.761413832337,6.948952964645,,1.907407,0.0,0.006333652402547119,0.0,53.069573640823364,32.98647968,35.56023787898653,,,0.5,0.0,0.8166668856156837,0.7087551343951944,,,0.157241167,,0.144,0.0,60.9836598166667,79.39,57.95,23.56,54.62453755,1.1541067999999999,52.6,,0.96,10.397702558571636,,,5.24,,,,23.7,17.0,51.1,0.0,8.31260842540039,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,5.5931245343131,8.5,12.0,6.40000009536743,20.2,3.516,,229.0,20.0,32.4,93.0,0.974,27.79,62.6,15.3,66.2,86.6694,85.7,97.0,51.25,6.0,91.5049,8.4,96.68967,40.2,100.0,54.58526801752216,31.9,,86.16405,,95.07132,0.86,4.442961305629164,86.9,61.1073732376099,,-1.0807592813331157,50.0,,11.7919998168945,35.66,0.239233521659686,3.5597366790159035,2.236232,0.0,0.017716212144528082,,,17.3922441,86.31798680367353,72.0,5.33,6.1,0.0,,-2.9594076177189055,,,2.632347952,,0.428,0.00015379854189512493,,95.3,75.44,25.5,35.13,54.756899999999995,,,0.92,0.7977049838692792,140.20946096721897,19.42,260.47,47.0,3.4262696336901444,3.5666959569359413,88.7,38.0,18.3,0.0,9.75726778112854,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
Haiti,21.824559553881702,46.8,21.8999996185303,5.19999980926514,22.7,1.0127,,359.0,24.6,67.0,188.0,0.223,24.29,188.93,15.3,63.5,38.213,48.6,53.0,41.143,3.8,,5.2,72.34672,43.4,59.09090909090909,87.87634460556973,2.5,,30.54379,,64.17432,15.64,6.102006243673899,37.9401092529297,8.63574147224426,3.2742523221394304,-5.476422611978646,50.0,32.6211853027344,13.9879999160767,12.2326016070408,10.193119341582,2.019607782,1.471292,0.0,0.0027748753749077884,0.0,40.89030623435974,25.837657,25.02068699926713,21.0,1.0,0.6,0.0,,-0.6906774178704571,8.987486624731682,-18.730383281115667,0.270538586,0.05394275869814405,0.086,0.0,0.0,83.71,43.36,39.84,11.98,,5.42,0.0,0.72,6.323829347114058,0.2641926077368007,10.04,103.13,47.0,2.4667788982000003,2.537710746,79.7,22.0,24.4,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
Honduras,16.7890499447286,14.8,22.7000007629395,1.39999997615814,21.4,1.7481,1.0888263371188958,129.0,10.4,18.7,40.0,0.107,13.92,92.44,16.5,74.6,72.1834,82.8,88.0,55.067,6.0,82.67694,6.2,96.12654,12.799999999999997,101.63934426229508,59.331604396042316,25.8,,79.77645,,92.17872,2.49,6.348310861039103,88.653773,48.0782449245453,1.0697472050049237,-3.532862441294396,80.0,45.3429718017578,4.46199989318848,30.0,23.3004827130693,3.592039585,2.03975,0.0,0.0036212533333362597,0.04143,53.53569984436035,37.59004958,96.01231334382436,77.0,1.45,1.8,1.78,7.631448045857162,0.7408127575572643,11.384366013566959,-76.07417544072256,1.07522179,0.2146953173450794,0.095,0.0021613017914495383,63.78354675,92.12,59.77,37.19,21.70782922,18.283314100000002,65.02,,0.74,10.64632932555619,2.6131351716324662,63.75,200.1,57.99999999999999,2.8537176131999997,3.7904524803333337,93.6,29.0,14.1,0.0,15.01793344784668,,17.457207034515513,0.0,,,,,,,,,,,,,,,,,,,,,,,
Hungary,0.55713153481357,2.5,2.58,0.7,26.4,5.0992,0.49662945996179103,17.0,2.8,5.2,8.8,0.006,22.92,66.28999999999999,7.5,75.8,19.8054,99.2,99.0,70.321,6.1,91.39128,12.0,,10.299999999999997,99.17355371900827,74.60966436749385,10.1,75.63932,,81.54177,,8.2,3.1749219846382695,100.0,100.0,1.4798692160697104,-0.9675279648010647,80.0,74.9449691772461,,79.2594013161699,45.0865406215611,4.533150673,3.48396,29.849999999999998,0.6364627452033833,1.37762,36.16085648536682,23.05838255,99.99999999999999,64.0,,12.6,54.57,8.598956100525694,7.437801108468346,26.17529284821325,-103.34902071689532,4.265574976,-0.3031264756006813,0.02,139.29406605919894,,,,,,,81.78,84.91,0.93,8.036690059936548,3.4198569431871677,1.48,180.9,64.0,2.750656271,3.5457644459999997,100.0,45.0,0.0,0.41575095828060815,12.06013084836548,0.111169,,0.0,10.100000000000001,20.0,2.799999999999997,25.8,474.6666666666667,19.322867657835772,26.007810637782065,21.397121724889804,23.713329,9.3643171806,15.559362050795,68.175,15.176572,63.57000000000001,3.425510249950651,5.83570777406104,29.1934096473235,8.6,1.02,10.18,1.4068416,5.88,54.7
Iceland,0.161750826561563,2.5,2.58,0.7,21.9,,0.6002221604390975,3.0,1.0,2.1,2.1,0.066,8.25,3.66,3.6,82.7,7.316,,91.0,85.714,7.5,98.56708,12.2,,,96.82539682539682,89.05343670392256,47.6,68.89795,,98.28091,,2.64,9.402057377212813,100.0,100.0,0.11066497249668066,1.76030004691839,100.0,,,98.2400162999185,106.445316024712,5.599850178,3.023077,43.7,1.960454050542298,2.21493,27.779942750930786,7.78903328,100.0,64.0,,26.0,60.06,,,38.19175890521528,79.13454700455286,6.059657407,0.16064555505999323,0.051,0.0,14.0110101088235,75.5,79.37,39.7,58.02419758,70.2880195,18.02,33.92,0.87,,20.53079229702055,0.91,46.71,84.0,4.7860931396,5.824385324999999,100.0,77.0,0.0,0.0,16.5603505389917,0.287845,,0.0,6.5,15.100000000000009,2.200000000000003,10.2,481.0,17.00519322723163,25.328415656874835,4.922382462238482,40.475002,9.9314033361,77.029689205553,86.1,5.3012023,10.733405418350188,5.815685396612193,11.5739769150052,,5.4,0.83,19.47,1.1620128,18.13,59.9
India,5.24202537332732,14.5,38.7000007629395,15.1000003814697,3.9,2.9928,0.9758642360870853,174.0,25.4,43.0,211.0,0.093,23.35,205.95,21.2,68.3,24.5354,81.4,88.0,50.734,4.0,92.25011,6.3,86.14488,18.400000000000006,58.53658536585367,34.51260047413328,11.8,,44.15112,,87.55914,44.53,0.161331428676494,79.1692581176758,34.1604232788086,1.595990143674783,0.6932794493362828,0.0,79.8753280639648,3.52300000190735,29.5471628858754,16.4144821849091,4.561677933,3.337178,40.21666666666666,0.08331217834213925,0.6274,45.619967579841614,74.32984681,68.65017740174653,74.0,0.34,1.3,2.2464,6.19268594436207,-0.3698251399138908,12.903511853959635,-8.71361574043339,1.730000432,0.055333589212876344,0.253,2.0688311978962854,30.9779474333333,91.32,29.33,56.83,12.44124412,10.2031356,26.46,15.22,0.68,3.4818840968207794,0.294417542559995,3.21,32.01,73.0,4.414041900399999,4.377953052666666,71.9,40.0,11.8,0.002586290336028234,8.37147808968384,,11.001625694291723,0.0,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,5.32018199103371,7.9,36.4000015258789,13.5,6.9,5.4055,0.8120210958848257,126.0,13.7,26.4,391.0,0.071,26.61,137.35,15.5,69.1,47.9942,87.4,76.0,51.076,5.1,90.87974,7.9,99.66881,16.400000000000006,87.05882352941177,62.02269749954618,19.8,,67.88661,,89.52403,9.24,1.5227560611876096,97.01,56.6383212804794,1.9968150733274688,0.042784587994396106,80.0,48.8574523925781,4.28299999237061,25.3663005863964,33.9126508849786,4.128623009,2.645161,18.5,0.029598784071977722,0.08466,50.6585031747818,15.40820407,25.32342360660073,73.0,0.52,3.0,0.025,4.503339678883911,0.06791903649346898,14.625423634161649,7.2330954925640025,1.819363319,0.15392162284768363,0.084,3715.197696268542,30.2703928570154,81.85,57.59,58.93,21.69488865,36.8727556,23.48,39.3,0.76,14.341813717793295,1.2880960878206216,0.5,67.39,82.0,4.1352801324,4.592263698666667,72.5,37.0,6.9,0.03694173115507385,6.1254701510736105,,10.332115375863665,0.0,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",0.09063408324843471,5.5,7.09999990463257,4.80000019073486,25.8,2.1664,0.8610303173744164,25.0,9.6,15.1,14.0,0.018,14.81,51.580000000000005,28.0,75.5,25.7152,96.4,99.0,67.895,4.7,99.3369,8.8,97.93787,7.700000000000003,93.4065934065934,23.601051573902502,5.9,,88.28982,,,90.0,18.809366137837568,99.4416809082031,99.9080301786307,2.084761896207523,-2.619923228106237,50.0,93.9819183349609,13.1020002365112,53.2267726333568,33.8459012413801,3.963938951,2.666667,31.95,0.5104112204491653,0.32505,40.01828730106354,42.98979197,94.79528055931917,68.0,0.16,7.4,3.73,22.411363824758013,-1.5197514862418933,27.69213752570747,,8.283020787,-0.4280196245685506,0.17,,68.4219958885714,86.67,67.55,43.4,20.31350174,5.1048991,48.62,40.39,0.84,0.2019867635583555,1.3238646326113268,4.12,288.73,74.0,3.4142362116,3.7156896593333335,98.6,30.0,11.4,0.027193510453646107,9.84911231579285,,7.358478041496319,0.0,,,,,,,,,,,,,,,,,,,,,,,
