country,sdg1_wpc,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_obesity,sdg2_crlyld,sdg2_snmi,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg4_primary,sdg4_schlyrs,sdg4_literacy,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg6_safesan,Population using at least basic sanitation services (%),sdg6_safewat,sdg6_water,sdg6_freshwat,sdg6_scarcew,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg8_adjgrowth,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg9_intuse,sdg9_mobuse,sdg9_infrqual,sdg9_lpi,sdg9_qs,sdg9_articles,sdg9_rdex,sdg10_adjgini,sdg11_pm25,sdg11_pipedwat,sdg11_transport,sdg12_msw,sdg12_ewaste,sdg6_wastewat,sdg12_so2prod,sdg12_so2import,sdg12_prodnitro,sdg12_reacnitro,sdg13_co2pc,sdg13_co2import,sdg13_ccvm,sdg13_co2export,sdg14_cpma,sdg14_biodiv,sdg14_cleanwat,sdg14_fish,sdg14_fishstocks,sdg14_trawl,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_biofrwter,sdg16_homicides,sdg16_prison,sdg16_safe,sdg16_goveff,sdg16_prs,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg17_govex,sdg17_govspd,sdg17_govrev,sdg17_cohaven,sdg1_oecdpov,sdg3_incomeg,sdg3_region,sdg3_smoke,sdg4_pisa,sdg4_resil,sdg4_science,sdg4_socioec,sdg4_tertiary,sdg5_paygap,sdg7_ren,sdg8_empop,sdg8_yneet,sdg9_netacc,sdg9_patents,sdg9_rdres,sdg9_womensci,sdg10_elder,sdg10_palma,sdg11_rentover,sdg12_mswrecycl,sdg13_ecr,sdg17_secrecy
Afghanistan,34.5652169743895,23.0,59.2999992370605,8.60000038146973,5.5,1.9817,,396.0,40.0,70.4,189.0,0.02,31.04,261.15,15.2,60.5,68.7942,50.5,62.0,32.252,2.7,,3.5,46.99005,49.0,27.586206896551722,22.457240689744825,27.7,,39.22043,,62.98021,43.67,16.397015828045205,89.5,17.305713891983,,-4.870194604327441,0.0,14.8933124542236,8.83699989318848,10.5957264186601,13.4734957539282,,1.835473,0.0,0.0023199424561934846,0.0,,48.01676483,30.45833333333326,48.0,,0.3,0.0,0.8811841645580595,0.5140298044043196,6.449887146661044,-44.772748054597415,0.299444991,0.088798831311643,0.122,,,,,,,,6.14,0.11,0.84,0.8627927846499274,0.263218734507885,6.55,83.85,20.0,,,42.3,15.0,29.4,0.0,11.96255393322021,,7.5532690891376335,0.0,,,,,,,,,,,,,,,,,,,,,,,
Albania,0.385829797816143,4.9,23.1000003814697,9.39999961853027,21.7,4.7164,0.9740224851903222,29.0,6.2,13.5,16.0,0.001,14.69,135.82999999999998,13.6,77.8,20.6796,99.3,96.0,67.088,4.6,95.06309,9.6,99.2314,17.900000000000006,96.93877551020408,72.79690142664096,27.9,,,,,6.47,5.968013795725469,100.0,67.0786619186401,0.6518109444255029,-2.8636255086037607,80.0,40.0151710510254,13.8669996261597,66.363444701023,57.6265707291136,4.263843536,1.980952,0.0,0.06540575488629514,0.15421,41.77805483341217,17.93662454,92.35678277491968,51.0,0.77,6.1,16.94,7.841503462410094,7.8456886119213,15.603600348065276,-24.80697393460329,1.978763312,0.671204547087958,0.249,890.5537669216947,66.10346966,94.21,53.55,29.98,,86.2669634,68.5,95.43,0.85,5.277415117632248,4.8273787034129905,2.28,206.48,60.0,3.7917094229999995,3.600127379,98.6,38.0,5.1,0.0,9.19457939661072,,17.586503448214984,0.0,,,,,,,,,,,,,,,,,,,,,,,
Algeria,0.312487853445854,4.6,11.6999998092651,4.09999990463257,27.4,1.5607,0.827783091054515,140.0,15.6,25.2,70.0,0.012,14.98,42.14,23.7,75.6,10.4216,96.6,91.0,64.214,5.2,97.55012,7.8,93.76733,13.799999999999997,77.6470588235294,22.61994065848058,25.8,,,,93.46643,87.99,7.451477899705338,100.0,99.9900000002526,2.015366307569487,-2.04894235477657,50.0,42.7766265869141,10.0190000534058,42.9455268800332,65.7033660893701,3.45496726,2.577318,18.5,0.1095181575396692,0.06606,31.498444080352783,35.56453306,81.87799045801535,59.0,1.21,4.9,46.11,8.5242364237035,0.699180905973183,10.75698112845453,-13.26489400143535,3.717409901,-0.12144163415126918,0.051,3300.9311608746666,32.93492752,90.18,42.8,66.84,65.20347965,29.615703,38.81,48.95,0.9,8.192238659117972,0.7465070989548682,1.37,156.68,57.99999999999999,3.3417011260000002,3.7682340940000003,99.6,33.0,5.0,0.0,8.55616136422363,,37.18473613970006,0.0,,,,,,,,,,,,,,,,,,,,,,,
Andorra,,1.17,2.58,0.7,25.6,,,,1.1,2.7,6.0,0.055,,11.83,,,,,97.0,81.197,,,10.3,100.0,,99.02912621359222,,32.1,100.0,,,,0.0,,100.0,100.0,,,,,,97.9306371220021,50.4664794710213,,,0.0,0.1022243500989894,,,10.05993572,100.0,,,,98.0,,-10.852231885044034,,,5.832169951,3.7269568646892184,,,,,,,,,19.4,,0.92,0.328111415827722,26.048994563320857,1.21,58.18,,,,100.0,,0.0,0.0,11.12494549693237,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,30.4824831362831,14.0,29.2000007629395,8.19999980926514,8.2,0.9347,0.9309210231308035,477.0,29.3,82.5,370.0,0.819,24.85,171.22,24.4,52.4,154.4722,47.3,49.0,45.981,3.8,77.45058,5.0,77.43113,71.0,,94.04729358353106,38.2,,39.42942,,41.00587,0.68,2.136119556843755,32.0,47.648149728775,2.1634243797204395,-4.394071289827931,50.0,29.3181209564209,8.16699981689453,13.0,13.9702298193036,2.2496579995980985,2.133789,0.0,0.0013570045363863414,,,36.39542768,54.93455151189482,32.0,0.48,3.0,0.0,0.8244214485752528,0.2756142081691217,13.061050173646121,-1.0710585859224768,1.291328315,-0.4370627351815606,0.082,10066.276242818174,0.9056848,87.06,61.99,26.23,10.85,28.9343791,28.37,33.33,0.94,3.9217800296981875,1.0620247758294812,9.65,96.58,46.0,2.5429937987980353,2.4242505519219377,25.0,19.0,23.4,0.0,6.86737599608215,,10.327768935850418,0.0,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1.7963818606667399,26.7,2.58,0.7,18.9,1.5925,,,3.8,8.5,3.4,0.113,15.59,21.39,11.5,76.4,44.663,100.0,98.0,62.845,,78.57764,9.2,,17.200000000000003,,,11.1,,,,,8.46,,96.442985534668,99.9900000002526,,-0.4237631388359128,,,,73.0,40.608935946832,,,0.0,0.07725602448421699,,,13.88760103,,,5.5,11.6,,,-0.690677417870457,,,5.377648546,3.607821941227816,,0.0,36.5075412,92.27,65.96,29.42,38.25,,18.96,,0.89,2.581566042854167,18.837548129749734,11.23,364.14,,,,,,0.0,0.0,7.416532082255859,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,0.142899602177299,3.6,8.19999980926514,1.20000004768372,28.3,5.0965,0.3432527265286641,52.0,6.2,11.1,24.0,0.181,17.12,20.93,14.1,76.3,63.0272,99.6,90.0,61.725,6.0,99.39359,9.8,99.3,11.299999999999997,97.0,64.62390577076366,38.9,,,,,6.64,0.1807344383230008,100.0,99.8575944919139,1.4304271313636538,-4.052150971799443,80.0,48.7084884643555,8.73799991607666,70.9689808206024,78.0501502824681,3.253046036,2.856412,18.5,0.19723390857799422,0.58852,48.92007112503052,13.44396548,99.59379209999375,57.99999999999999,1.22,7.0,7.67,9.826636987166763,-1.5592887549065308,40.37470386709804,-239.4475952454772,4.746797455,0.3510410007843108,0.046,171.44672872159546,44.1610533588235,93.3,83.22,37.74,73.96,60.50421659999999,33.21,43.46,0.86,13.728227527742806,1.9559646033278368,6.53,167.43,40.0,2.8514845372,3.613971948666667,99.5,39.0,4.4,0.0,10.11140615786377,,12.364639174106006,0.0,,,,,,,,,,,,,,,,,,,,,,,
Armenia,1.22899586754258,4.4,20.7999992370605,4.19999980926514,20.2,3.0761,0.8591382265668428,25.0,7.4,13.4,44.0,0.025,23.19,94.96000000000001,15.7,74.8,23.975,99.8,94.0,65.464,4.3,92.07025,11.3,99.8474,17.599999999999994,100.0,72.87548132811212,18.1,,91.58277,,,59.34,7.36555436352457,100.0,99.9712311226176,0.6354588917117834,-1.2135724996938886,80.0,47.7590179443359,18.1870002746582,67.0,52.871872965684,4.277628899,2.216773,0.0,0.17813086361671984,0.25069,45.2290415763855,25.50768535,99.08660994542876,53.0,0.68,4.6,24.01,0.7125745079799168,4.194594763712753,8.801321628894799,8.174323372080137,1.90275891,0.3465721002122133,0.046,25.277873120623113,,,,,,,30.54,26.9,0.84,0.6036395280183917,2.498260076116927,2.45,128.34,77.0,3.6797855856,4.267847061333334,98.7,35.0,8.7,0.0,6.72674933264343,,21.224720326463036,0.0,,,,,,,,,,,,,,,,,,,,,,,
Australia,0.09203921842405739,2.5,1.79999995231628,0.0,29.0,2.0743,0.8022048099218276,6.0,2.2,3.7,6.1,0.05,8.94,0.22,5.4,82.8,13.2818,99.3,94.0,82.222,7.3,96.66072,13.2,,14.0,103.0769230769231,83.95860406364845,28.7,74.2136,,,,5.26,4.360608012468468,100.0,100.0,1.5928794043306158,-1.2859819111168977,100.0,99.5193710327148,,88.2386580521762,130.747735789432,4.698541641,3.816468,72.3,2.1167421762750056,2.20207,35.67870259284973,5.897734951,92.37193333333335,59.0,,20.0,95.0,65.43260235014797,-16.750813023609883,86.46530343384144,-534.2687151854302,15.37013776,3.2131323377760985,0.155,43996.43092766078,68.2348935076904,93.89,81.41,41.27,75.42,28.2669324,53.23,34.84,0.83,9.362802648946108,30.58763441817957,0.98,150.75,62.0,4.1654824258,5.802922248666667,100.0,77.0,0.0,0.34055978492968464,14.64764012952637,0.225974,,0.0,12.8,8.299999999999997,6.300000000000011,12.4,502.3333333333333,32.93686863290976,17.645359282470693,11.688406258962925,43.7439,14.286310555,9.18050295980786,72.97919,11.35215,57.0,13.825960884905667,9.03413864889407,27.63523190678579,25.7,1.34,9.99,1.2933108,2.6,51.15
Austria,0.294207552271413,2.5,2.58,0.7,20.1,7.2452,0.3737690330397687,4.0,2.2,3.5,8.2,0.105,11.22,15.34,5.7,81.5,7.208,98.5,87.0,82.405,7.3,,11.3,,13.5,91.52542372881356,83.2422596520458,30.6,96.78062,,98.68991,,7.62,7.4807849272657485,100.0,100.0,1.0913678457461287,-0.5358208822748823,100.0,98.1636657714844,,84.3233312921004,87.0670422193774,5.851210594,4.07841,49.366666666666674,1.4194450798925682,3.07181,31.97210431098938,17.01299421,,71.0,,22.0,91.90125,3.9181313555993538,20.145885363973967,48.71073313778855,203.51560940675589,6.87371322,1.0663703749847642,0.017,190.6577813280181,,,,,,,65.03,67.05,0.9,5.632339257976449,13.38230674659677,0.51,102.06,81.0,3.9994530678,5.872575601,100.0,75.0,0.0,0.21325229433690956,16.70502314572266,0.302443,,0.0,8.7,22.700000000000003,2.1899999999999977,24.3,492.3333333333333,25.891878830465288,20.826737676606776,15.893085636139537,31.383963,17.04325299,34.3949917477854,72.2,10.861573,33.68999999999999,52.93220626337295,10.359837961095,23.423040899153058,7.8,0.96,6.38,1.7763839999999997,29.27,55.900000000000006
Azerbaijan,0.0015590747834549402,2.5,18.0,3.09999990463257,19.9,3.0047,0.7906379266930976,25.0,18.1,30.9,66.0,0.027,23.76,87.85000000000001,10.0,72.7,52.612,99.9,97.0,58.807,5.2,94.92858,11.2,99.94048,19.700000000000003,85.83333333333334,90.54351076234863,16.8,,89.34908,,,53.13,5.4991288398928315,100.0,96.9369808211923,1.3217713727540144,-2.8579512282423822,80.0,28.5712032318115,5.03200006484985,78.2,56.2130245658368,4.989622116,,18.6,0.049386265374212784,0.22244,38.7512743473053,30.3540129,92.69900990099018,67.0,,5.1,10.99,9.606300932057906,0.5032402649937034,11.922423861120794,-68.32468319225538,3.931560609,-0.12785104693380767,0.161,4722.419895811988,,,,,,,39.42,24.52,0.91,0.5737938241894249,1.1609710216993303,2.45,233.92,75.0,4.6158218384,4.788079421,93.6,31.0,6.5,0.0,8.67152320556946,,15.603162927546894,0.0,,,,,,,,,,,,,,,,,,,,,,,
"Bahamas, The",1.8801132004025798,10.0,2.58,0.7,31.6,9.3386,,80.0,5.8,10.6,26.0,0.377,16.83,16.56,11.0,76.1,27.9514,98.0,89.0,60.628,,88.19669,10.9,,14.799999999999997,109.52380952380953,85.33485084595259,12.8,,,,,0.0,18.245109168405865,100.0,100.0,,-4.289946555406207,,,12.5729999542236,80.0,51.2984622934729,,2.721296,0.0,0.0368068051693113,,,13.71948341,,,3.25,19.1,,,-0.690677417870457,,,6.323257512,3.797636947232961,,0.0,9.9629158225,91.27,63.73,65.13,29.1,,9.81,,0.7,5.249545368804495,8.929056365220774,29.81,364.44,,,,,65.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,0.0832643507945818,1.17,2.58,0.7,29.8,,0.8051872296191614,15.0,3.1,7.6,12.0,0.017,15.52,32.65,7.1,76.9,13.493,99.8,99.0,68.219,6.2,96.26462,9.4,98.1636,15.099999999999994,100.0,50.64396691975638,7.5,,,98.74,,205.78,111.95352170611315,100.0,100.0,1.122818490914985,,80.0,82.6128463745117,1.30999994277954,97.9999807024146,157.336488042488,5.175052166,3.095094,15.4,0.1477717410752815,0.10116,,55.45435188,,73.0,1.1,12.9,72.68,25.65622254471509,-1.814630403587477,21.660385366826883,60.32486913309321,23.44975483,-2.3655930366661124,,14582.723290987822,36.6074114,81.56,57.54,31.66,,11.7220198,27.46,,0.85,,5.672092829149804,0.54,298.5,60.0,4.6731009484,5.319867611333333,,36.0,4.6,0.0,7.448256297068481,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,4.381843153221561,15.1,36.4000015258789,14.3000001907349,3.6,4.6289,0.8137242132587484,176.0,20.1,34.2,221.0,0.003,21.52,125.07,12.8,71.8,84.4078,42.1,94.0,55.643,4.3,90.50862,5.2,92.24265,15.400000000000006,89.28571428571429,41.39655832697765,20.3,,46.92459,,,3.79,4.072044305526632,62.4,10.1117312908173,1.269703126525797,-0.5705119145552467,50.0,50.0469131469727,4.36700010299683,18.2469380029449,27.0699427486303,2.914158106,2.48,12.35,0.015624888770626068,,35.884034633636475,89.3929096,37.94739546027427,73.0,0.43,0.8,0.0,0.8947606162052332,0.35146280828605003,,,0.459141965,0.06437292063695754,0.265,0.09720783608162496,34.4686502,89.58,36.76,37.38,1.700170017,15.6486235,48.02,20.76,0.77,5.4528210298677475,0.1813944870207219,2.51,43.3,77.0,3.2776524543999996,3.7673860393333336,20.2,28.0,4.3,0.0,4.84011727262665,,8.765028663246854,0.0,,,,,,,,,,,,,,,,,,,,,,,
Barbados,1.47364819573232,4.4,7.69999980926514,6.80000019073486,23.1,2.8489,,27.0,7.9,12.3,1.2,0.197,16.17,10.7,5.5,75.5,39.1876,98.6,92.0,62.687,,90.81815,10.5,,20.0,102.9126213592233,88.88164317887323,16.7,,,,,87.5,20.00319464068882,100.0,99.9750150338514,,-2.7667607276190096,80.0,,9.6870002746582,79.5493978888735,45.2967760951031,5.089326445910395,,0.0,0.16982694493957812,,,15.38938638,,,4.75,13.2,,,-0.6906774178704571,33.92775807314212,167.11080634646132,4.490177673,1.7409695808286818,,435.38386049541685,0.0,91.12,65.46,14.29,52.2,,2.07,,0.91,5.415763288053573,12.058573284827576,10.91,335.66,,3.6376983342726015,4.736904254575975,98.7,68.0,1.9,0.0,14.042602884796139,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
Belarus,0.07271105986551,2.5,4.5,2.20000004768372,24.5,3.2075,0.9155510282588781,4.0,1.5,3.9,52.0,0.201,28.61,60.59,12.6,72.3,17.9796,99.8,98.0,70.901,5.6,96.14982,12.0,99.82321,12.700000000000003,98.34710743801654,82.69147928904647,34.5,,,,,4.54,4.012020968100802,100.0,99.9808986744029,1.6594565709062663,-3.5409139633664886,80.0,81.1558837890625,0.481000006198883,71.1130457603832,67.534067887041,,2.099684,18.5,0.09880757912253976,0.51672,32.53888189792633,20.48379252,96.20817566431086,61.0,0.78,7.7,79.74447,9.871867123372494,1.5624103321566492,,,6.701957705,-0.07074232924688584,0.022,536.5143858049955,,,,,,,47.06,50.22,0.97,6.628069215204357,0.45926565851061296,3.58,313.42,61.0,,,100.0,44.0,1.4,1.3178458289334742,10.67816147181519,,13.879980398509776,0.0,,,,,,,,,,,,,,,,,,,,,,,
Belgium,0.230729977568884,2.5,2.58,0.7,22.1,6.9848,,7.0,2.2,3.9,10.0,0.106,11.6,14.2,7.1,81.1,5.1082,,96.0,80.285,6.9,98.06468,11.4,,8.299999999999997,96.55172413793103,81.39143454031746,38.0,97.10019,,98.36667,,56.48,15.697994239270077,100.0,100.0,1.4070240541314591,-0.8585692015137002,100.0,98.6383209228516,,86.5165,65.8579626547063,4.868750095,4.053557,63.199999999999996,1.4433133460329155,2.45668,29.835501313209534,15.63662972,100.0,61.0,,21.4,83.79,11.228399715356831,30.061674222328477,40.85662762233354,148.2825228182045,8.328159898,0.7482309499087041,0.063,3775.4713116680214,88.3294342,97.2,32.44,63.1,,97.08711,79.44,89.67,0.99,8.708933089564677,11.50466421761343,1.95,97.3,70.0,3.9325613978,5.842698256333333,100.0,75.0,0.0,0.19776918145028413,17.17989112827148,0.453835,,2.0,9.8,29.39999999999999,2.5,18.9,502.6666666666667,27.20840038481245,19.78307379622205,19.257569763630052,37.503956,4.672,9.20164053078148,63.125,12.989787,45.959999999999994,39.22724819709562,11.5435477984586,26.047697455781588,9.5,0.93,9.92,0.8812979000000001,7.63,44.0
Belize,10.729481295519,6.2,19.2999992370605,3.29999995231628,24.1,3.1646,,28.0,10.3,14.9,38.0,0.423,22.48,37.69,21.3,70.1,64.7226,94.2,95.0,55.915,6.0,96.04665,10.5,,25.799999999999997,100.96153846153845,65.52533351412345,9.4,,87.1572,,97.1288,0.69,8.384327307011382,92.4512481689453,87.2040525078774,,-4.243367108572585,,48.2092514038086,7.61700010299683,44.57574032,13.3885991159655,3.536344,,0.0,0.014988254658622061,,,27.04048536,93.37651069169442,49.0,2.87,6.5,2.2801,,-0.43968981620190994,15.302367577937726,-128.7330806620605,1.407601494,0.5848054343521101,0.126,801.4807328375605,27.7271224666667,78.99,68.9,30.31,,78.1628153,45.96,18.32,0.74,10.82541358975467,5.940810988859162,34.4,740.96,50.0,3.083774,3.6490803333333335,95.7,,3.2,0.0,12.214789940970459,,23.390476384691823,0.0,,,,,,,,,,,,,,,,,,,,,,,
Benin,46.983085214826296,10.3,34.0,4.5,9.6,1.4559,0.8505371244782944,405.0,31.4,97.6,59.0,0.497,22.19,198.64999999999998,27.7,60.0,88.1498,77.2,74.0,46.663,4.9,96.36037,3.5,52.49247,61.9,65.11627906976743,93.91779011785752,7.2,,13.93011,,67.01729,0.71,7.127040524458118,34.1,6.56194686889648,16.995273089018674,-4.38542846783795,80.0,38.4892234802246,2.46600008010864,11.994047908223,8.10756842757621,2.376847029,2.391474,0.0,0.015387731278152971,0.0,50.14486610889435,35.16237337,56.6334307350312,41.0,0.54,0.9,0.0168,0.8166668856156837,0.7087551343951943,13.735407616513287,-23.734314938100695,0.614213852,0.1862268639944818,0.202,0.0014920752128816722,30.6339103,88.24,28.91,40.69,,1.4741024,77.38,,0.91,20.276785000234206,0.6397027803319973,6.01,66.68,53.0,3.2871748926000004,3.8766074973333335,84.8,39.0,52.5,0.0,8.91497665144897,,15.385295547990626,0.0,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,0.0881115547196468,,33.5999984741211,5.90000009536743,6.4,3.4104,0.8498186032582703,148.0,18.1,32.4,178.0,0.072,23.09,101.88,15.0,69.8,22.0802,86.1,97.0,56.585,5.1,80.97812,3.1,87.31836,15.599999999999994,50.0,78.133670028759,8.5,,62.8705,,,0.56,15.747535991954152,100.0,68.0405169725418,,-0.44182465770613716,,33.6659126281738,2.43499994277954,41.7726445321672,68.414633382011,4.33689642,1.955844,0.0,0.05039077923950036,,38.787198066711426,55.72363212,99.00978997233585,75.0,1.46,3.7,0.0,0.8811841645580594,0.5140298044043196,15.01973922665785,39.01196212945301,1.289321371,0.17362470490488868,0.058,0.0,,,,,,,42.92,34.28,0.8,0.6427458996511534,7.861463052761073,2.75,146.27,63.0,4.3503398896,4.9068861010000004,99.9,67.0,2.9,0.0,9.497614934359131,,13.163869285311645,0.0,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,4.67384836597695,20.2,27.2000007629395,1.39999997615814,20.2,2.0924,0.6496616816289545,206.0,19.0,36.9,114.0,0.108,15.97,70.5,23.3,70.7,69.0318,84.8,99.0,53.032,5.7,89.83966,8.2,99.39917,21.900000000000006,86.36363636363636,69.05982764712276,53.1,,,,92.88163,0.53,0.45894471230787,90.038729,79.2518496513367,2.241863697705803,-0.9883477307464472,80.0,54.4050559997559,3.11100006103516,39.6975146032685,56.5751631033474,3.0127271241748454,2.109668,0.0,0.008734481141511269,0.15665,45.749783515930176,27.97140377,89.60158991644437,68.0,0.33,4.0,3.509,2.531076247059971,0.8194300489285988,43.428166687314175,-42.65232395245735,1.932419499,-0.13222561105602249,0.114,3284.0200904061735,,,,,,,57.04,73.77,0.87,6.3039783402987934,1.1358446777141047,12.4,134.64,44.0,2.6566496522144876,2.9436918082515806,75.8,33.0,26.4,0.0,13.620287285269779,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,0.0766465457366251,2.5,8.89999961853027,2.29999995231628,17.9,5.1917,0.8596449763626174,11.0,4.7,6.0,32.0,0.002,17.63,143.22,16.6,77.4,10.4266,99.9,78.0,65.387,5.1,,9.0,99.66243,23.900000000000006,73.58490566037736,59.95562734174308,21.4,,,,,1.43,,100.0,39.7593438625336,1.4858135840505782,-1.1777517628397294,80.0,58.8434982299805,25.5729999542236,54.7370743874818,40.5091992302128,3.411338091,2.607002,0.0,0.14459101641939756,0.21897,33.818262815475464,47.40090583,96.12034334763949,45.0,,5.3,0.0,,-10.85223188504403,16.458760765384564,-19.19166092912212,6.234719162,0.2086527103568141,0.039,124.32263775786657,0.0,68.04,40.55,43.08,,,12.46,40.0,0.9,0.9339685338928989,3.8040723774171608,1.5,71.65,68.0,2.5130777834,3.108610312,99.5,38.0,5.3,0.07858435008384951,,,19.95509423146011,0.0,,,,,,,,,,,,,,,,,,,,,,,
Botswana,16.8362996730425,26.0,31.3999996185303,7.19999980926514,18.9,0.4528,,129.0,25.5,40.6,326.0,4.041,18.63,80.05,21.0,65.7,31.7182,99.9,95.0,58.013,3.5,89.04661,9.2,93.95744,19.400000000000006,96.84210526315789,83.66754386391601,9.5,,59.95591,,79.17399,2.09,8.165070135795196,56.4823036193848,62.5178307294846,2.5285162636606144,-0.8138083993487248,50.0,51.0324554443359,18.1009998321533,39.36299738,62.627163083377,3.865415335,2.95539,0.0,0.10069947472736483,0.5423,63.0341112613678,17.5393912,99.44757034500205,63.0,1.03,8.3,0.95,15.377940186365112,10.027501727310977,57.65777924504658,74.46185158530662,3.243287637,4.342182243845868,0.052,67.44147876453368,,,,,,,47.1,45.96,0.98,2.465745733705997,6.763611134774602,10.53,175.03,34.0,4.1235200882,4.791967550666667,83.2,61.0,9.0,0.18018529354661866,16.02109099519775,,20.958325820115885,0.0,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2.87504599394031,2.5,7.09999990463257,1.60000002384186,22.1,4.1808,0.555672485123712,44.0,7.8,15.1,42.0,0.152,16.94,23.97,22.6,75.0,62.6774,99.1,86.0,62.354,6.3,92.69713,7.8,98.84569,8.099999999999994,107.99999999999999,71.18596306193571,10.7,,,,97.49794,1.32,0.5357822429216966,99.650247,93.1410826742649,0.7927353466486562,-4.572209577425126,100.0,70.0439453125,12.8819999694824,60.8725400681261,88.4669291704692,3.137576818,3.110258,38.983333333333334,0.2581548778534792,1.16755,53.924840688705444,11.36829449,98.98491938540008,49.0,1.03,7.0,17.5,7.989556131132299,0.14782812447583654,52.64966440989262,-9.241695002932463,2.594388285,0.37800499185788183,0.058,530.7712741740912,57.3717579427682,94.83,59.82,48.21,33.74662534,17.4910436,47.36,15.57,0.9,8.931119303506733,0.9249779184908006,26.74,299.36,31.0,2.4214474441999996,4.281846841,96.4,37.0,6.6,0.025330227310451314,14.477074400136718,,12.835118587735872,0.0,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,0.0170490193404075,2.5,19.7000007629395,2.90000009536743,14.1,0.8442,,23.0,4.4,9.9,66.0,0.155,12.61,0.29,8.0,77.7,10.9406,100.0,98.0,64.529,,93.68211,9.0,99.36677,,98.9010989010989,79.03352299787248,9.1,,,,,1.88,5.268040744422554,100.0,100.0,1.5136454819002463,-3.461405372132373,50.0,,7.08099985122681,90.0,119.500893203149,4.363539696,2.747727,0.0,0.5125284738041002,0.03701,,5.147459106,99.6,,0.87,18.1,,1.3921040628509644,0.38415082198393546,,,22.12470124,-9.829616118666802,,81290.0907008476,60.941895,89.78,53.23,53.11,,33.292779,62.88,50.0,0.83,4.6334628731154375,26.661473072438813,0.49,133.51,,3.5808210372000007,4.392839749666667,,62.0,0.0,1.4374907162057913,6.00135283522095,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,1.40807906008881,3.4,8.80000019073486,3.20000004768372,25.0,4.8178,0.7548671852324094,11.0,3.8,7.6,27.0,0.013,23.81,86.13,7.6,74.5,40.2932,99.7,92.0,63.721,5.1,91.20163,10.8,97.86505,16.5,96.42857142857144,80.2158094574586,23.8,,,,,40.65,7.236907743935899,100.0,79.1372239589691,0.9464418854767077,-0.518985632072283,80.0,72.2040328979492,6.27899980545044,59.825547661014,87.3879302149031,3.889013767,2.351053,12.35,0.3587887755356732,0.95657,41.060373187065125,28.12871472,99.28386561749747,57.99999999999999,1.28,10.7,57.17117,98.15253382085042,-31.037553946444294,19.957012615610036,-200.26053146778915,5.871615869,0.7879904230873409,0.025,19.952025502494084,99.3909517083333,95.03,42.74,29.49,,20.6029217,95.57,98.57,0.94,2.464406741106268,3.456042123952163,1.8,103.61,59.0,3.1748849870000004,3.402092536,100.0,43.0,,0.2934687423950759,11.99218945391724,,20.041050718209625,0.0,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,30.3716476783801,20.2,35.0999984741211,15.3999996185303,5.6,1.1814,0.8801107921878961,371.0,25.6,84.6,51.0,0.336,22.97,212.34,30.7,59.9,106.5448,65.9,88.0,46.591,4.6,75.20863,1.4,50.0963,52.5,50.0,77.36855392748281,11.0,,22.53208,,53.8576,9.49,7.140024888023989,19.2,6.9580078125,,-4.493715652917772,50.0,43.1599922180176,6.30399990081787,13.96,19.6370962746601,2.3694522442865678,2.668512,0.0,0.011895036439409081,0.20015,35.2824866771698,40.03947692,75.8497360639293,35.0,0.51,0.6,0.0,0.8166668856156837,0.7087551343951944,20.859568860713715,-89.69001849617828,0.162018806,0.13468460453638598,0.134,0.0,,,,,,,71.83,62.98,0.99,99.25612166495817,0.7431231523308711,0.71,41.67,55.00000000000001,3.196190833584792,3.472895930254044,76.9,42.0,39.2,0.0,9.565023399982909,,15.504830534062322,0.0,,,,,,,,,,,,,,,,,,,,,,,
