,countryname,rank,sdg1_score,sdg2_score,sdg3_score,sdg4_score,sdg5_score,sdg6_score,sdg7_score,sdg8_score,sdg9_score,sdg10_score,sdg11_score,sdg12_score,sdg13_score,sdg14_score,sdg15_score,sdg16_score,sdg17_score,total_score,economy,region
41,Romania,42,75.9,68.3240092168509,75.44764275680151,56.46440894820815,51.51985838065129,59.31074681554156,68.53700711314129,42.98608874221995,27.68689329058302,55.016272098149216,61.357870824013645,54.388346415461,47.64402138133425,77.52118294415739,70.99522840009953,65.5358765388853,25.617972259871582,58.57998059918739,UMI,east_eu
42,Azerbaijan,43,75.9,62.0516144146229,72.81170452415341,53.54656224514934,59.07259615352122,55.174180234540636,69.77537824717959,43.31636475058361,31.83884026353894,58.353300543732814,57.18087638065927,53.7544932141621,63.599063683693956,63.748944653968536,63.21631932545094,62.567649442219725,30.098490267440923,57.56152242305288,UMI,west_as
43,Bosnia and Herzegovina,44,75.86367417005852,68.62942724756313,73.09334714956951,56.979335904846444,58.695556173721535,65.02323512541523,58.28383193562009,26.30508010282682,24.98913254221969,60.57166514085602,64.31831059171634,49.58388065487228,46.58811658351767,42.65576177355674,65.95444749163666,65.20349989886293,37.864044041614555,55.3806672805986,UMI,sou_eu
44,Moldova,45,75.85156556007803,71.95301950977674,74.14190841239102,53.37871112610625,59.96564876804855,50.89133476549582,68.77782609909136,46.80691354152065,25.611555965154395,58.607969276671135,57.829250360760845,61.54579008886298,51.98597297300175,59.63785158455198,64.8526424632749,57.65774156875242,46.540921551469914,58.03600672496623,LMI,east_eu
45,Lebanon,46,75.34905822581453,55.086202847650725,73.14901465308036,55.678966676187166,49.05048643754405,59.59179946047281,69.4513228672721,40.459768608192554,26.073462191132872,60.228216403742465,51.53969611371958,54.73727182214782,50.66473602480323,46.59419439334719,61.055997786590886,63.55274739173438,23.44962862364905,54.263271294657635,UMI,west_as
46,Cyprus,47,74.58,56.17057335218504,81.84071410689243,59.71672459210878,58.16078122530364,67.28029399596,68.70534776050422,35.30498946042503,33.54126110830053,57.78516333167451,66.0937337691764,49.712854460508346,47.16059016608695,41.60940685742008,72.27570580378354,76.56756154486341,32.29367623990651,58.66346228663824,HI,west_as
47,Kyrgyz Republic,48,74.13819715649458,68.62484943287136,68.94321796942467,55.61503499317496,53.800651935502245,58.566780269270716,60.47390521975461,46.40798201029825,15.922020377728805,55.9317623574136,57.85540232716974,51.98171913191828,59.28154786738462,56.13894761391523,66.06690621838119,58.48033673728619,34.943396551923705,55.28722675345949,LMI,cent_as
48,Saudi Arabia,49,73.26,53.0836292034399,74.58013607243328,61.435050851389384,45.650610771452236,80.06065534149609,73.71529290186142,43.756363964477536,39.74466031959571,60.42188707590697,43.68817305956562,58.79136678519769,30.869963748008207,56.42093707587575,66.07316928510289,79.26928034885687,21.76954196847231,57.94350929043758,HI,west_as
49,"Venezuela, RB",50,73.25999999999999,59.88752949480329,70.38625011489779,54.2529774263048,51.06415851614625,60.48827970198528,67.89095836636359,41.748450058635115,23.632361107179754,44.03529153141678,63.03236176972035,55.27229328057087,47.51953243197015,29.703637036327688,65.13689382917082,30.15438783871638,31.56673695771976,50.5592663307314,UMI,lat_cab
50,Tajikistan,51,73.03025950905183,49.031962980123176,66.02618240409502,54.83021381753162,55.560353336201445,49.007321227341514,61.58627027100404,39.46192916801528,15.713280600750283,59.42295936424432,55.42757241020927,51.15608475751986,74.37018164220278,54.85057574780544,68.0005086157548,70.56472599618762,26.163344376689224,53.79083940211194,LMI,cent_as
51,Sri Lanka,52,72.89682239913564,48.87195146343851,71.07504999742325,57.89944958653874,43.39987597578569,62.728154043535405,51.512039863994815,40.79309678317721,21.59619568281392,57.679687613412106,53.82105740007859,37.331436836091534,64.52424232587019,48.66353657838854,46.98568227547657,71.25622275550964,8.494991860207756,51.21233312820895,LMI,south_as
52,Greece,53,72.6,68.83220545188202,76.63142636567476,67.45243353070364,59.47211144971648,66.85044395144605,65.24725002309825,22.073784535309567,36.72959697856397,51.37208458725765,66.21662476940215,70.08251833150888,46.223252362932506,61.186124875158654,72.62553334442622,67.4848351118515,35.07276269603033,59.86768252954129,HI,sou_eu
53,Australia,54,72.6,67.03458196389617,89.37623244980806,78.52210887660797,54.73425395964549,67.05024760306594,70.24993569999047,60.49680190673755,63.15763094805906,76.40227980243151,95.26460251263967,77.73446100862404,47.93888343864917,55.00461773341139,63.95014541435299,83.349859392082,39.155348595422,70.16433874604074,HI,oceania
54,China,55,72.43128668484994,74.36456014628241,75.5609194438207,58.15518863550174,41.983707083528685,55.69472449806843,65.14440999286992,52.596646863459576,38.97074585832022,56.761257173976496,40.463924279763354,55.66654757206508,81.36737140530764,34.14117270534261,63.30997821782221,72.8536749306489,27.636523317084166,57.5173475078909,UMI,east_as
55,Cambodia,56,72.17660229003604,60.48011087478028,60.37914632652349,51.67316124257194,52.98732675170957,29.820933683848832,30.27892958484701,49.313681756058294,14.844679331257064,55.9513492945816,52.87301700436624,51.60552614619572,93.28456143478007,37.64163390703104,53.93326173555579,53.095169153029246,19.624011193663655,48.14155955990864,LMI,southeast_as
56,Montenegro,57,71.57682239913565,61.835085725688025,74.99170746526733,57.62148479240526,63.92736421551958,65.52572898128476,64.96723801570141,39.02589141496738,27.320831228915107,64.82168404642171,63.1392310380056,51.0176352064137,53.61002210405486,50.609556076760846,56.28510034148161,70.69576967707617,35.26221787644089,57.75849421797573,UMI,sou_eu
57,Argentina,58,71.28,73.83945570498794,78.45550963263821,59.71709813835031,56.707645870538364,65.1526433696395,71.52428181017802,42.64354096137614,26.8524157994432,41.927305593534506,66.65614768370094,52.318946900848886,49.60571831452648,44.19496831420002,60.75188996819713,55.37181663091163,31.58044404437472,56.65014719241196,UMI,lat_cab
58,Uruguay,59,71.28,70.42327869480253,78.47750696495783,59.538273211959584,49.683225500949945,65.5062554159792,73.39837703476212,44.38923413876265,27.54879864290279,46.00198171122755,68.47838746447827,52.06911895219,53.33350889546381,49.25480642802235,54.30061054920059,71.60792265895446,30.140681808913417,57.980442669064416,HI,lat_cab
59,Jordan,60,71.20129403625451,55.804944406656695,71.5472967411139,55.32902169450566,42.386875744127416,65.94564610006468,69.02309296040443,35.20715785040165,24.880729309171723,51.53463669736823,56.41296871234666,62.853524622988296,50.68679181956045,37.59369053615687,64.56019096013252,78.99720481569129,23.218626812209035,54.36255652122018,LMI,west_as
60,Malaysia,61,71.11047945576232,69.22480071389892,72.75074846232225,55.7686821862533,50.80095449653456,64.38443315864812,74.20519352172893,46.82687571320516,39.51178263967894,44.18547823145776,64.51028357203651,50.59825320719784,48.2087820368461,49.94665732595641,45.25169759844363,75.52430813700194,24.63427506651526,57.25696957986156,UMI,southeast_as
61,Pakistan,62,70.87492663030014,47.30381547942358,50.98308148405335,36.76492852674686,41.75815159612692,49.09912604333809,50.31866348904079,44.756781445869365,16.723947889409043,61.03673224101743,34.36134542402073,51.6912151091588,61.92942984247508,33.99651705867595,66.39656954942537,54.04127650404048,9.716252756627043,44.674364123636735,LMI,south_as
