Country,sdg1_wpc,sdg1_320pov,sdg1_oecdpov,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_obesity,sdg2_crlyld,sdg2_snmi,sdg2_yieldgap,sdg2_trophic,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg3_region,sdg3_incomeg,sdg3_smoke,sdg4_primary,sdg4_second,sdg4_literacy,sdg4_earlyedu,sdg4_tertiary,sdg4_pisa,sdg4_socioec,sdg4_science,sdg4_resil,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg5_paygap,sdg5_unpaid,sdg6_water,sdg6_sanita,sdg6_freshwat,sdg6_scarcew,sdg6_wastewat,sdg6_safewat,sdg6_safesan,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg7_ren,sdg8_adjgrowth,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg8_impacc,sdg8_empop,sdg8_yneet,sdg9_intuse,sdg9_mobuse,sdg9_lpi,sdg9_qs,sdg9_articles,sdg9_rdex,sdg9_rdres,sdg9_patents,sdg9_netacc,sdg9_womensci,sdg10_adjgini,sdg10_palma,sdg10_elder,sdg11_pm25,sdg11_pipedwat,sdg11_transport,sdg11_rentover,sdg12_msw,sdg12_ewaste,sdg12_so2prod,sdg12_so2import,sdg12_prodnitro,sdg12_reacnitro,sdg12_mswrecycl,sdg13_co2pc,sdg13_co2import,sdg13_co2export,sdg13_ecr,sdg14_cpma,sdg14_cleanwat,sdg14_fishstocks,sdg14_trawl,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_biofrwter,sdg16_homicides,sdg16_detain,sdg16_safe,sdg16_prs,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg16_rsf,sdg16_prison,sdg17_govex,sdg17_oda,sdg17_govrev,sdg17_cohaven,sdg17_secrecy
"Congo, Dem. Rep.",71.64,90.15,,,42.6,8.1,6.7,0.7715,0.9347564942625898,,,693.0,28.9,91.1,322.0,0.17,19.4,164.0,33.5,60.5,125.2448,80.1,80.0,43.899,4.311033037238239,,,,,50.46317,84.98951,,,,,,,15.6,63.095238095238095,97.1098100271363,8.9,,,41.8379936166031,19.7136866282261,0.09,0.46964493919391614,0.0,,,17.1473789215088,4.02,0.30854529701238953,,-5.094232637893416,13.708564167224347,25.8256759643555,3.69799995422363,0.0613577152785965,,,8.61990491569355,5.873687212,,0.0,0.0014326328592660603,0.0167699996381998,,,,,42.078399658203125,,,44.909,62.74225339753497,40.82704956668833,,0.5,,0.8244214485752529,0.27561420816912174,9.622661063378377,,,0.04889748677459515,0.05694458835101275,,,,39.54,,,40.10245,35.61907,0.89136,0.2716996151612053,0.3085879479250059,13.54638839867685,0.73,45.210672765314676,3.384902636333333,24.6,20.0,38.4,0.0,51.6,,2.87472303,,14.265629772288776,0,
"Congo, Rep.",56.24,78.15,,37.5,21.2,8.2,9.6,0.8282,0.9240447367148455,,2.16203697004152,442.0,19.4,47.5,376.0,1.59,16.7,131.0,26.7,64.3,114.0906,91.2,69.0,48.458,5.49021419251543,,,,85.84186,49.66473,80.91395,,,,,,,38.5,82.08955223880596,93.71120165562246,11.3,,,68.3404568683904,15.0093285156156,0.01,,0.18,,,56.5661697387695,24.13,1.611970352879444,,-6.074911302352303,8.026860052118156,26.0927505493164,11.2569999694824,0.17394424455962612,,,8.65,16.22644941,2.066116,0.0,0.015178056354289392,,,,,,52.575063705444336,,,46.638,82.58363636363637,47.062959577311815,,0.53,3.0,0.9052031971344536,0.7315934589667745,8.650469431934857,,,0.5482048631819176,-0.41513830121021245,5319.164283754377,,,47.51,,8.0365053,72.11942,99.999,0.98384,0.10789526417337995,1.1596606197960462,9.322451410047305,0.6,43.360102048417346,,95.9,19.0,23.3,0.0,35.42,,6.04560714,,43.82379879059779,0,
Colombia,3.77,11.93,,6.5,12.7,0.9,22.3,4.1918,1.1074987719804155,,2.28226487610103,64.0,8.0,14.7,33.0,0.18,15.8,37.0,18.9,75.1,49.497,99.2,92.0,74.847,5.983512504633615,,,,91.2692,76.3503,98.66831,,,,,,,86.5,104.93827160493827,71.39414932275332,18.1,,,96.5220296857553,84.4391972018127,0.86,2.1824085591478672,12.243,,,99.0044555664063,91.79,1.0306302986836955,,-1.338080273047275,2.725779633233067,45.7592277526855,9.02999973297119,0.21638962956152125,,,62.2598803162841,48.79995492,2.666667,29.133333333333336,0.12579794238098663,0.2707299888134,,,,,55.30968904495239,,,16.527,95.46447850697903,59.29873133070448,,0.95,5.6,2.5022883180705806,1.7193497605287391,26.190700815935408,32.87152709029056,,1.7018331229712758,0.47107121166886734,6656.941668275077,,71.59299,61.14,12.8364292756342,3.9890111,37.97462,31.56668,0.73838,0.1596045083347844,2.308423157208709,25.504326148187612,0.3192302500590558,48.19540394372533,3.928168774,98.6,36.0,7.8,0.020380871614469727,41.03,,8.6348712,,23.930018436890204,0,
Comoros,20.29,37.97,,,32.1,11.1,7.8,1.3558,,,,335.0,31.7,69.0,35.0,0.01,22.9,172.0,28.6,63.9,67.17,82.2,90.0,47.359,3.972819604605458,,,,79.83747,48.31392,71.58127,,,,,,,27.8,66.07142857142858,71.86927901646426,6.1,,,83.7011875895908,34.1660372152865,1.17,,,,,77.8442153930664,9.34,,,-5.826916517831061,,21.694673538208,4.33199977874756,,,,8.47817029542124,37.78049715,2.25,0.0,0.0057817926322365105,0.0,,,,,44.97552514076233,,,20.547,87.0039645647555,57.96441814781939,,2.23,0.8,1.082023904426629,0.5575302014811968,,,,0.20739038789544006,,0.0,,0.0,36.74,24.002400240024,,10.41779,,0.76072,0.3400185338510925,,7.7032298682572184,0.2896551724137931,70.7679416513245,,87.3,27.0,22.0,0.0,25.3,,5.42269775,,,0,
Cabo Verde,16.02,35.74,,12.3,,,11.8,0.178,,,2.28565163501706,42.0,10.4,17.4,134.0,0.24,17.2,99.0,21.3,73.2,74.7374,91.4,96.0,68.25,,,,,86.20393,74.32059,98.11131,,,,,,,73.2,92.1875,69.81374615007084,23.6,,,86.4593527322802,65.2069638901171,8.97,5.452258831391857,19.4,,,92.6115875244141,71.05,,,-3.6610833998057215,4.105031179759495,,10.3500003814697,0.266628714290264,,,57.1621463484891,69.89081019,,0.0,0.015012232189191193,0.0726400017738342,,,,,50.015512108802795,,,34.779,97.46240461022717,,,0.5,4.6,0.8166668856156837,0.7087551343951943,,,,1.2769664170805841,1.1232925302742753,5.1774061441321575e-06,,4.56951,59.85,26.8,33.7147612,15.14259,,0.88206,,4.688470294555207,11.485829080488983,0.2959940652818991,,4.079188585,91.0,57.0,6.4,0.0,20.39,,8.553975,,20.991422861898613,0,
Costa Rica,0.91,1.83,,4.4,5.6,1.0,25.7,4.027,1.141938430065916,,2.40607914460464,25.0,5.9,9.0,9.7,0.22,11.5,23.0,14.9,79.6,54.58,90.0,96.0,76.709,7.141074760705566,,,,96.60978,56.7513,99.1337,,,,,,,89.1,103.5294117647059,61.76646204604847,45.6,,,99.6978166775,97.1485496011427,3.06,9.958759751849458,3.8912,,,100.0,93.45,0.6464545732582904,,-1.0469892349294005,1.250377348059703,67.8383560180664,8.03499984741211,0.5639696564348071,,,71.5816646195022,97.61902772,2.494408,29.7,0.07755378840065436,0.571210026741028,,,,,50.667670369148254,,,15.726,99.1935569782878,72.12379799247229,,1.36,9.7,3.9002130741241077,3.165448604526713,12.606584517986807,-46.06421804618578,,1.8364210048681626,0.4493180497981728,0.0021722295677737615,,51.56852,70.3,25.4674532546745,16.3183243,45.32669,,0.81833,0.12197214998507415,5.437991999541744,11.904981604537769,0.19508172139751087,43.5492149023818,4.803402265,99.6,56.0,4.1,0.0,14.01,,13.27072401,,24.71743173929803,0,
Cuba,,,,2.5,7.0,2.4,24.6,2.9393000000000002,,,2.2173620836176,39.0,2.2,5.4,7.1,0.17,16.4,50.0,7.6,79.0,45.0278,99.9,99.0,78.097,5.417868478757908,,,,96.92769,95.93332,99.87465,,,,,,,88.4,95.86776859504133,61.40170601309687,53.2,,,95.1755060166156,90.818507366319,25.62,2.6555077909008387,7.95,,,100.0,79.44,1.4040339899308465,,,3.7683514234280198,,2.55800008773804,0.17648380828781238,,,49.1046873025881,0.0,2.041667,0.0,0.09103360392165133,,,,,,,,,19.706,85.8250554323725,7.9366262882376315,,0.81,,,-0.6906774178704571,17.32246883204792,-50.997703723619985,,3.2415526618985635,0.5168599644293961,,,68.59335,56.9,59.7359735973597,2.9040549999999996,73.41606,,0.65003,0.09593530956586635,1.3811872756298416,4.987686431129861,,50.81440967184368,,100.0,47.0,,0.0,68.9,,,,,0,
Cyprus,0.06,0.08,,4.6,2.58,0.7,21.8,2.191,1.133026238659767,,2.39415839718628,7.0,1.6,2.7,5.6,0.06,11.3,20.0,6.5,80.7,4.6978,97.4,90.0,93.586,6.276442986148303,,,,97.36852,97.61321,99.82099,,,,,,,,98.36065573770493,86.21882495927284,17.9,,,100.0,99.3696608636364,37.64,14.88876483278377,14.9,,,100.0,100.0,1.3774495202969257,,-2.1047682682784132,4.224560585473545,88.7157592773438,10.3590002059937,1.2630695294924443,,,80.743188971932,106.4453989,2.892454,43.974999999999994,0.8314496314496315,0.504350006580353,,,,,35.537880659103394,,,17.294,100.0,49.769599248647275,,2.07,19.1,29.64046546147173,23.210870978861916,48.02204751796788,170.48708441922832,,5.39258626215148,1.936629569714821,0.0007868229403617959,,37.37838,53.2,66.63,,57.80585,,0.98328,0.007954012602452418,10.914069753966976,1.1108676696833275,0.20109689213893966,73.59017927579175,4.521258036,100.0,59.0,,0.0,19.85,,9.26004914,0.089666,,4,
Czech Republic,0.3,0.4,5.6000000000000005,2.5,2.6,4.6,26.0,6.3173,0.521648813041298,57.798762737757,2.36895129052384,4.0,1.7,3.3,5.4,0.03,15.0,30.0,6.5,79.2,10.2054,99.8,96.0,88.606,7.034165523320418,3.3999999999999915,39.9,19.6,,96.94885,,91.80416107177734,33.821026,490.6666666666667,18.820933765304968,20.658540484370363,24.92781416502404,82.2,96.18320610687023,76.29054210397082,22.0,15.6,,99.8796801882532,99.1361601834767,23.99,5.925841387565753,67.76,97.5801480117469,81.9336169237498,100.0,97.13,1.2790492790976173,14.8285619496241,0.7563118774194564,2.8814506088118885,80.9922637939453,2.06900000572205,0.7686010041868643,73.625,10.906657,78.7191728513432,81.98567135,3.4646,32.916666666666664,1.5043991832208756,1.67830002307892,7.11391641446423,3.5706384205907304,40.1773,32.24401829697396,30.24373948574066,0.87,4.5,16.071,99.90265093210193,70.54439635174565,11.55,1.1,15.9,21.075333674185963,2.6117577735197006,31.91421902154683,26.56967197595377,0.6769934609699427,9.518471819715996,-2.9625246854844898,1588.4433873561527,7.6,,,,,92.29748,92.12194,0.97065,0.0,5.771859290443736,0.6126471022244482,0.08482718740269561,72.39453381451295,4.753858884,100.0,59.0,0.0,0.8457095262774098,21.89,211.89106930935105,9.146,0.150192,,0,52.925
Germany,0.19,0.24,10.100000000000001,2.5,1.3,1.0,22.3,7.1821,0.4501887796389328,77.28607187154374,2.42614431030161,6.0,2.2,3.7,7.5,0.03,12.1,16.0,4.2,81.0,6.8406,98.7,95.0,90.747,7.118364367739784,2.200000000000003,29.799999999999997,18.8,98.82815,84.0,,99.75530242919922,31.308737,508.0,15.839213303146494,16.995780469991228,33.50711195633337,83.0,93.79310344827586,83.37546731527625,30.7,15.5,91.9,100.0,99.2191240987435,41.46,6.7316929354768105,96.806,99.2154214,95.4803898688873,100.0,100.0,1.1958685275749985,14.2062526977772,-0.15469766683147215,2.04040235781112,99.1411895751953,3.72399997711182,1.7439937568287003,75.25,9.3432322,84.3955007745673,79.77911354,4.374447,75.06666666666666,1.2588941331535821,2.93949007987976,9.18513680736973,54.52002378867455,14.515599999999992,24.66773258718897,33.39020907878876,1.06,9.6,12.029,100.0,70.08717744982688,5.12,2.11,22.8,7.048718474970596,17.548678394311402,42.2662941930755,205.41507799526346,0.8961690596202652,8.801841994801615,-0.47302049554275705,878.6722512410347,25.4,84.85869,49.95,57.3142685731427,80.59216599999999,78.56474,81.10464,0.98324,0.0,11.056952089081983,1.1761928512473934,0.2281967927081551,74.46201268178268,5.6192426683333325,100.0,80.0,0.0,2.0627364145826914,14.39,78.5240026994249,12.959,0.667405,,0,59.10000000000001
Djibouti,14.65,35.6,,19.7,33.5,21.5,13.5,1.9256,,,2.1970407803761,229.0,32.4,61.7,269.0,0.61,19.6,159.0,24.9,63.8,19.4152,87.4,68.0,48.859,4.369193706993045,,,,57.25676,43.51122,,,,,,,,44.9,,72.2144466603127,26.2,,,76.9224836211744,51.3780581532586,7.9,77.72278047891655,0.0,,,51.7826919555664,11.52,,,,7.148675773315009,12.2738819122314,5.78399991989136,0.1579517497585608,,,55.6814092453962,19.49100561,2.791781,0.0,0.004350903555324922,,,,,,44.1,,,45.55,95.99267511975654,60.76544883929942,,,0.9,1.0820239044266289,0.5575302014811967,17.56931675312473,-34.636652588840676,,0.62398324159294,0.6182120056636815,0.0,,0.0,49.9,,,0.94505,0.0,0.8199,,1.9362960085321712,6.484707179857109,0.2,71.62267782812137,,91.7,31.0,7.7,0.0,70.77,,7.09767008,,,0,
Dominica,,,,5.2,,,27.9,1.6962000000000002,,,2.23518949510996,,27.3,34.0,1.6,0.099,,,,,,96.0,77.0,64.027,,,,,95.63788,96.8383,,,,,,,,,,,25.0,,,96.5,77.8927614955628,10.0,,0.26,,,100.0,90.6,,,-5.690306707195708,,,,,,,69.6196687942039,70.54717619,,0.0,0.10470065131963613,,,,,,,,,19.493,,,,1.24,7.7,,-0.6906774178704571,,,,1.944440667364671,,0.0,,0.0,57.74,,92.1330975,44.25873,,0.66653,0.026362560610186297,,8.366100560528738,0.228310502283105,,,,57.0,,0.0,,,7.07386091,,26.292084857233878,0,
Denmark,0.23,0.28,5.5,2.5,2.58,0.7,19.7,6.222,0.388687058773947,76.66555121116104,2.44250911700807,6.0,3.1,4.3,5.1,0.02,11.3,13.0,3.4,81.2,4.1856,94.4,97.0,91.847,7.648785780229904,1.2999999999999972,16.900000000000006,16.9,98.69361,99.45043,,97.75074768066406,46.570305,504.3333333333333,10.422240937790553,15.868068467454258,27.509438903632965,83.7,102.41935483870968,88.1441876041867,37.4,5.7,56.70000000000002,100.0,99.5972302049963,20.72,9.905515113804022,86.655903,96.735564,93.2051693982785,100.0,100.0,1.1255165646557281,33.1702771730605,-0.39750015517714465,1.6266624477889537,99.9173736572266,5.3600001335144,1.5850850176890656,74.2,11.764258,97.0993621555621,129.0091777,3.95873,58.199999999999996,2.3583695007064236,2.87124991416931,14.9187744798345,52.20276355121869,13.456900000000005,27.81048884020266,28.747591376304626,0.93,3.1,10.03,100.0,67.2972987648731,18.01,2.34,24.8,4.347973404338992,24.803456760230866,45.40845796336382,-115.36424405317145,1.524818384095164,5.777442413780426,-1.8154403941680304,2268.430372987791,66.95,87.65009,53.75,44.0088262341236,71.1792709,89.65352,99.96297,0.97156,0.0,12.23709949808349,0.9806813823278484,0.2708333333333333,87.05843520703596,5.822235743,100.0,88.0,0.0,0.31045332988230157,13.99,59.6814669816662,14.801,0.737449,,0,52.500000000000014
Dominican Republic,0.02,5.16,,10.4,7.1,2.4,27.6,4.761100000000001,1.1155976908464653,,2.22117243372101,92.0,20.1,29.9,45.0,0.22,19.0,43.0,27.8,73.5,96.1016,99.6,84.0,64.297,5.433215507714606,,,,92.87434,76.65235,98.83941,,,,,,,84.1,107.99999999999999,68.56296178609186,26.8,,,94.4770735981847,82.6969817385066,43.73,6.377693739856115,40.421,,,100.0,90.41,1.2428704828309656,,1.3060366324169792,4.027443219257334,56.2391929626465,5.48899984359741,0.16397276819473863,,,64.9932054724192,51.3060465,2.357383,0.0,0.0028266119599868193,,,,,,51.35617256164551,,,13.726,83.71272452493594,62.062320016026426,,1.18,5.8,,-0.6906774178704571,15.935240364071067,-45.256408432886786,,1.915710431353193,0.4786609675697733,0.6840307852725692,,79.15211,49.1,3.95039503950395,,76.22697,97.85743,0.73336,0.3764157695637689,1.494605995380616,15.181704903205922,0.6623283582089552,36.83814325310757,3.8708910939999996,88.0,30.0,12.8,0.03715055951528922,26.79,,,,15.957733540972901,0,
Algeria,0.3,2.01,,4.7,11.7,4.1,27.4,1.5607,0.827783091054515,,2.22442215713173,140.0,14.9,24.0,70.0,0.03,14.2,50.0,23.7,76.4,10.4216,96.6,88.0,72.332,5.043086211790652,,,,97.54668,79.07359,93.76733,,,,,,,77.2,88.37209302325581,22.782530247957308,25.8,,,93.4664265273344,87.4876863565245,87.99,7.451477899705338,46.11,,,99.439567565918,92.62,2.0131741611361886,,-2.3507198766080233,2.6547091233843996,42.7766265869141,10.0659999847412,0.1376834259672082,,,47.6910551485548,78.39726433,2.421383,19.75,0.1095181575396692,0.066040001809597,,,,,31.498444080352783,,,38.884,81.87799045801535,57.65875711538211,,1.21,6.2,8.5242364237035,0.699180905973183,10.75698112845453,-13.26489400143535,,3.447761924749542,-0.12144163415126918,3194.0691168989083,,54.89155,40.47,65.2034796520348,29.615703,38.81398,48.95391,0.90421,0.6339584627563833,0.7465070989548682,1.3593660117565598,0.08611423974255833,64.25460583363679,3.7682340940000003,99.6,35.0,5.0,0.0,43.13,,7.36218067,,40.424238311546326,0,
Ecuador,2.74,10.26,,7.8,23.9,1.6,19.9,3.5755,1.0657912686690643,,2.41934576352058,64.0,7.5,14.5,43.0,0.12,13.0,25.0,20.7,76.5,74.5986,96.7,81.0,67.924,6.128010049540402,,,,91.34875,104.08596,99.05711,,,,,,,80.7,97.72727272727272,67.79339461860732,38.0,,,92.609932220147,86.1382159564663,3.74,2.2627671923954784,0.0,,,99.9368133544922,95.58,1.472101332316587,,-3.3760916783269606,2.430839222945707,51.2460174560547,4.0310001373291,0.16495153230498927,,,57.2722436831024,52.97536376,2.721777,0.0,0.0668962740954142,0.442660003900528,,,,,50.4129022359848,,,14.886,96.31033788822833,73.92557438553865,,1.13,5.5,5.890918438164917,1.4390122185293641,23.632371333247008,6.77355496922267,,2.264256700063741,0.16316748858679087,4039.895898057896,,63.78373,66.88,28.1752581141081,5.9205257,28.99554,70.93027,0.6817,0.14059973546553614,2.0191896431925374,5.853766682166838,0.3319774989182172,51.832609854238775,3.333558559666667,94.0,34.0,4.9,0.03609053382591298,30.56,,9.2417276,,,0,
"Egypt, Arab Rep.",0.53,9.5,,4.8,22.3,9.5,32.0,7.114,0.6592220355632419,,2.17390101892285,33.0,11.6,22.1,13.0,0.02,27.7,109.0,13.3,70.5,50.9624,91.5,94.0,65.161,4.005450845105428,,,,97.01772,80.96209,88.19256,,,,,,,80.0,82.27848101265822,30.23589841822617,14.9,,,98.3574991600019,93.1694798363426,159.85,2.79029390546264,28.35,,,100.0,97.62,1.1349286399397276,,-2.4419139256816242,5.5190030821454625,32.7843589782715,11.8280000686646,0.09393799652316819,,,44.9502042452857,50.11152433,2.817778,29.7,0.11293916779979442,0.708760023117065,,,,,49.724891781806946,,,86.999,97.94201757286487,70.98886125373902,,1.37,5.5,7.625860076811254,-0.585800493011584,,,,1.9542541295976272,-0.18828814587369758,155.6296311138165,,64.81564,49.5,27.3560745686882,34.528166399999996,39.64423,28.48703,0.91189,0.003645451104295905,0.34081538496105884,2.5132879423889265,,87.0290401779525,3.619528611333333,99.4,35.0,7.0,0.014863692101549851,56.72,,5.37601705,,20.98862473914645,0,
Eritrea,,,,,50.3,15.3,5.0,0.4142,,,,501.0,17.8,43.1,67.0,0.16,23.9,174.0,24.9,65.0,53.4908,34.1,95.0,40.38,,,,,37.35275,30.6438,86.97491,,,,,,,19.6,,86.38809930513519,22.0,,,19.290330471875,11.2575267499219,10.11,1.1908524002799423,0.0,,,46.6804618835449,16.32,1.5952782989368355,,,93.02943343158101,,6.27899980545044,0.01561842380956719,,,1.3089069798665,0.0,1.8625,0.0,0.0017155618616469998,0.0,,,,,,,,48.03,69.0,,,0.5,0.6,1.0820239044266289,0.5575302014811968,16.677093538667023,-12.634312455926892,,0.1182728530500167,0.06627049801607598,0.0,,0.0,54.6,10.73,,13.33668,0.02553,0.90638,,0.32383119434847407,8.04416849668742,,,,,24.0,,0.0,84.24,,,,,0,
Spain,0.94,1.33,15.5,2.5,2.58,0.7,23.8,3.4303000000000003,0.8950685498664932,45.71012965070514,2.42831142509699,5.0,1.7,3.1,10.0,0.09,9.9,10.0,3.6,83.1,8.678,,96.0,93.586,6.513371011456274,3.0,12.300000000000011,23.0,98.46452,91.87004,99.62216,96.01354217529297,42.644691,491.6666666666667,13.380223226058593,18.287776123490694,39.18045335160888,84.5,97.0,82.1054455552958,39.1,11.5,143.20000000000002,99.9434104888889,99.904360213099,49.65,6.197799318971441,97.36575,98.1776322862262,97.4506375756632,100.0,100.0,0.9343841264426543,16.254097737239,-0.17027053461229485,2.266634579689552,93.7557067871094,14.548999786377,1.520647217069617,61.1,19.869802,84.6022457016525,94.10996873,3.83987,55.68333333333334,1.1396647798797503,1.18549001216888,6.66931754742619,4.929327907542932,30.667600000000007,27.09531339850489,38.4487122297287,1.32,9.4,9.698,99.92888888888889,65.01109084459281,17.41,2.13,20.1,25.14609173156961,8.741292649922164,47.41508809384224,81.15734753757862,0.9954230666910484,5.070383831939776,0.1584729163589289,123.24460253035039,12.47,82.64565,50.48,35.3188393776,33.62075720000001,56.26097,44.83347,0.84475,0.0004881913654028117,8.803387048150011,0.6334845177892149,0.13418583966839517,84.0509704803444,4.615851243666667,100.0,58.0,0.0,1.8388792708235333,20.51,128.3969691515018,10.007,0.194949,,0,47.7
Estonia,0.13,0.24,15.7,2.8,2.58,0.7,21.2,2.6584,0.784012591731492,40.67342944502062,2.39490955715554,9.0,1.2,2.7,15.0,0.19,17.0,25.0,6.3,77.8,13.3262,99.4,93.0,85.526,6.091302434669984,3.6700000000000017,44.7,21.3,93.48397,107.96253,99.9489,91.22685241699219,43.041157,524.3333333333334,7.847899482435351,8.78292838030506,48.283048798996205,78.4,106.55737704918033,80.44252910964819,26.7,28.3,89.0,99.6145048645163,99.6088323567771,22.48,4.690817480014875,71.87752,81.6905798272931,92.9036937554419,100.0,92.89,1.529832900043734,27.4768334658828,0.0705667259439463,3.596110050693289,97.9939727783203,5.58799982070923,0.7417074668456319,74.125,11.751085,88.1024568740199,133.3537207,3.098638,37.425,1.1289641751787889,1.28129005432129,6.94413318392829,7.394088591302047,23.0771,35.00180050414116,37.35165297985077,1.14,35.699999999999996,6.732,99.68798112218138,65.2048427083113,8.25,1.47,14.4,68.26911572248406,-4.464699327261658,38.02849712371572,27.808020182288093,0.7478536451124167,14.172054841280605,-3.139737439460152,29.891006345140553,12.13,97.85097,72.08,1.3,29.575412300000004,94.91549,93.60754,0.98376,0.0,8.427767976113442,3.1931368844563415,0.24760892667375134,74.89230258669357,5.409949143666666,100.0,73.0,0.0,0.0,14.08,214.6244148766727,8.909,0.164825,,0,50.849999999999994
Ethiopia,25.36,54.38,,21.4,38.4,9.9,4.5,2.484,0.8151705818585977,,2.15197856437738,353.0,28.9,58.5,164.0,0.17,18.3,144.0,27.3,65.5,64.8554,27.7,65.0,44.213,4.379262380966522,,,,85.43871,29.60582,54.98298,,,,,,,59.4,42.10526315789474,88.14491030266532,38.8,,,39.1242615806378,7.07891807037814,11.6,1.3072612993806836,0.0,,,42.9,3.51,0.9846835462589513,,0.13653699337613234,6.149931174378154,34.8275680541992,5.30800008773804,0.028261397286992517,,,18.6180514528264,14.08952074,2.117674,0.0,0.010946923961240428,0.604740023612976,,,,,39.1,,,38.979,86.01064257378846,43.845060834291424,,0.3,0.5,0.3989565884573895,0.3092834088163221,,,,0.09325880805517046,0.05179365248487422,0.0002315788785945414,,,,,,19.76797,16.00066,0.84005,0.12605264149942302,0.1515773029184859,7.56161239607092,0.14934714092751014,63.63354159858926,4.062270403,2.7,34.0,27.4,0.0,50.17,,5.82528578,,10.440287579858062,0,
Finland,0.08,0.11,5.800000000000001,2.5,2.58,0.7,22.2,3.5741,0.6867579838164746,51.55374603677376,2.54774230414072,3.0,1.8,2.3,4.9,0.026,10.2,7.0,4.4,81.4,6.8998,99.9,89.0,92.485,7.858107147537615,1.0999999999999943,25.599999999999994,15.0,99.05899,99.84802,,98.580322265625,41.253643,522.6666666666666,10.007774529424836,11.45456763464205,42.75806645707862,89.9,102.4390243902439,88.69316872627611,42.0,16.5,78.30000000000001,100.0,99.4479246365466,10.45,5.342857225067042,75.945,96.8509991428571,91.6035891519248,100.0,100.0,0.638851249206485,43.2352625898503,-1.3069750470410584,1.6543508741374977,99.7854156494141,8.24899959564209,1.0239327650657444,69.975,12.605042,87.4689290730615,153.7560171,4.003472,56.050000000000004,1.9161997204501,2.74846005439758,14.2684574425813,53.03493308787395,14.247399999999999,23.035581912527796,28.259599208831787,0.91,5.0,5.861,100.0,60.99918745103172,8.4,2.13,21.1,17.62884977718886,21.077282754511938,43.66599036418366,74.30502813437566,0.9755896027785284,8.740477240960239,1.6051747241367256,5.078072308399682,38.79,57.64617,69.45,4.52045204520452,79.3232366,72.64784,74.02288,0.98928,0.0,8.518004142397883,1.4177693761814747,0.19138149556400508,87.57382145069403,6.5429496763333335,100.0,85.0,0.0,1.1333945656084274,10.26,57.36513014395813,12.875,0.424497,,0,52.7
Fiji,0.29,9.08,,4.4,7.5,6.3,30.2,3.0178000000000003,,,2.25437319532322,30.0,10.6,25.3,49.0,0.051,30.6,99.0,5.8,69.9,43.7334,99.9,94.0,59.933,,,,,97.23775,96.81344,,,,,,,,65.8,101.86915887850468,54.10429165886031,16.0,,,93.7124471242058,95.6770465627281,0.45,2.4464189683676523,3.9,,,98.6460494995117,39.56,,,-1.3405674107131254,,,6.23600006103516,0.3357288214431072,,,49.9663730102662,55.72930816,2.402761,0.0,0.1723485691397036,,,,,,36.7,,,10.84,97.02536175418027,,,2.1,5.1,6.694171760618464,-1.0461513958456736,12.87118956199172,-111.339578862183,,1.713471894610352,0.3990564875207452,0.20937355019493284,,12.85752,75.47,24.22,,4.8943,0.12801,0.66993,0.04459953036377848,5.7207987453163325,2.2578307213994937,0.23246753246753246,,,,,,0.0,26.55,,5.91023578,,27.60011436043716,0,
France,0.24,0.3,8.3,2.5,2.58,0.7,21.6,5.6868,0.3793638447756993,77.30567573257775,2.46128446924037,8.0,2.4,4.2,8.0,0.08,10.6,10.0,5.1,82.9,8.8022,97.4,90.0,93.618,6.665903453486943,3.700000000000003,9.600000000000001,22.4,98.55767,98.28128,,99.98413848876953,44.34428,495.6666666666667,20.347622794076045,22.06059355764542,26.649946437468973,95.5,95.76271186440678,84.35619652397887,39.6,9.9,89.1,100.0,98.6520040281974,22.77,5.904601749654573,66.4225,93.31264,92.0980142790094,100.0,100.0,0.5388004774226554,13.4992623166677,-0.8223165856363555,2.009048874969796,94.0040435791016,8.8120002746582,1.9039537821565895,64.725,16.5467,80.5,87.48291078,3.99688,66.76666666666667,1.0727759546444884,2.24776005744934,10.1199787708683,40.00159733898467,22.424999999999997,29.206529632787092,32.59573578834534,1.07,3.4000000000000004,11.815,100.0,62.86047843298016,12.43,1.92,21.3,7.2470983049724405,13.768169376840286,48.14207507012731,122.39979379436198,1.1070181852900602,4.975225078719031,1.0614759198099817,157.31084032184467,11.78,79.97011,49.09,19.6467226462322,27.791722300000004,81.17243,77.99937,0.87082,0.0002977630900758546,11.302220947415607,1.3521868461983428,0.28492518120177696,73.48271456320225,5.524012248000001,100.0,72.0,0.0,2.987401512857553,21.87,105.75182886748,13.346,0.428001,,0,51.65
