Country,sdg1_wpc,sdg1_320pov,sdg1_oecdpov,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_obesity,sdg2_trophic,sdg2_crlyld,sdg2_snmi,sdg2_yieldgap,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg3_region,sdg3_incomeg,sdg3_smoke,sdg4_primary,sdg4_second,sdg4_literacy,sdg4_earlyedu,sdg4_tertiary,sdg4_pisa,sdg4_socioec,sdg4_science,sdg4_resil,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg5_paygap,sdg5_unpaid,sdg6_water,sdg6_sanita,sdg6_freshwat,sdg6_wastewat,sdg6_scarcew,sdg6_safewat,sdg6_safesan,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg7_ren,sdg8_adjgrowth,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg8_impacc,sdg8_empop,sdg8_yneet,sdg9_intuse,sdg9_mobuse,sdg9_lpi,sdg9_qs,sdg9_articles,sdg9_rdex,sdg9_rdres,sdg9_patents,sdg9_netacc,sdg9_womensci,sdg10_adjgini,sdg10_palma,sdg10_elder,sdg11_pm25,sdg11_pipedwat,sdg11_transport,sdg11_rentover,sdg12_msw,sdg12_ewaste,sdg12_so2prod,sdg12_so2import,sdg12_prodnitro,sdg12_reacnitro,sdg12_mswrecycl,sdg13_co2pc,sdg13_co2import,sdg13_co2export,sdg13_ecr,sdg14_cpma,sdg14_cleanwat,sdg14_fishstocks,sdg14_trawl,sdg14_biomar,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_biofrwter,sdg16_homicides,sdg16_detain,sdg16_safe,sdg16_prs,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg16_rsf,sdg16_prison,sdg17_govex,sdg17_oda,sdg17_govrev,sdg17_cohaven,sdg17_secrecy,sdg17_sprofit
Sweden,0.53,0.62,9.3,2.5,2.58,0.7,20.6,2.525,5.992,0.492,68.589,4.0,1.5,2.7,5.5,,9.1,7.0,2.8000000000000003,82.4,5.0760000000000005,,97.0,86.0,7.398000000000001,1.2,19.900000000000002,10.4,99.977,99.977,,99.872,47.51,502.333,12.66,19.007,30.392,80.0,101.626,90.531,46.99,7.1000000000000005,49.2,100.0,99.296,3.9,100.0,32.26,99.94,93.379,100.0,100.0,0.234,37.79,-0.8190000000000001,1.585,99.742,6.476,1.286,77.125,8.858,92.142,126.968,4.24,66.3,2.048,3.3120000000000003,14.777000000000001,73.952,6.3420000000000005,30.028000000000002,29.811,1.02,11.3,6.1850000000000005,99.0,62.645,9.946,1.374,21.5,63.332,18.421,36.148,13.264000000000001,0.653,4.291,2.65,0.0,43.83,59.111000000000004,63.38,41.345,79.261,0.082,58.370000000000005,61.875,0.993,0.001,1.564,1.1,26.900000000000002,76.685,5.522,100.0,85.0,0.0,1.76,8.31,57.643,16.801000000000002,1.02,,55.973,45.65,10.305
Denmark,0.23,0.27,5.8,2.5,2.58,0.7,19.7,2.494,6.917,0.375,76.666,4.0,3.1,4.2,5.4,0.02,11.3,13.0,4.0,81.2,4.123,94.4,95.0,81.0,7.6930000000000005,1.3,17.0,16.9,99.43,99.43,,93.73,44.82,501.0,11.615,18.656,24.763,83.7,102.419,88.069,39.660000000000004,5.3,56.7,100.0,99.59700000000001,17.2,100.0,39.593,96.735,94.84,100.0,100.0,1.024,33.42,0.686,1.627,99.917,4.913,1.612,75.0,10.817,97.319,136.707,3.959,59.067,2.43,3.103,15.652000000000001,54.99,9.805,27.810000000000002,28.371000000000002,0.91,3.0,10.03,99.0,66.419,15.698,2.43,24.8,124.25,19.117,57.275,16.082,1.1,5.251,2.8890000000000002,0.01,66.95,89.358,52.5,45.103,71.179,0.077,89.73400000000001,99.96300000000001,0.972,0.01,1.685,1.2,32.8,87.543,6.001,100.0,87.0,0.0,0.357,9.870000000000001,63.394,16.199,0.74,,51.704,45.325,4.4750000000000005
Finland,0.08,0.11,6.3,2.5,2.58,0.7,22.2,2.573,3.959,0.625,51.554,3.0,1.0,1.7,4.7,0.04,10.200000000000001,7.0,4.7,81.4,5.813,99.9,91.0,78.0,7.78,1.1,26.3,14.0,98.525,98.525,,99.124,41.314,516.333,10.48,12.887,41.514,89.9,102.43900000000001,88.514,46.0,17.7,78.3,100.0,99.44800000000001,15.6,100.0,23.643,99.633,99.206,100.0,100.0,0.651,33.76,0.579,1.6540000000000001,99.785,6.595,1.049,72.075,11.945,88.89,154.457,4.003,55.183,1.919,2.762,14.517,46.951,14.888,23.036,28.654,0.9400000000000001,6.3,5.861,99.0,56.216,8.398,1.585,21.1,96.11500000000001,16.331,42.959,11.89,0.871,8.129,2.637,0.001,38.79,54.34,69.99,6.22,79.32300000000001,0.07100000000000001,74.806,74.023,0.99,0.002,1.973,1.2,19.0,84.288,6.602,100.0,86.0,0.0,0.557,7.9,55.803000000000004,14.241,0.42,,55.032000000000004,52.125,3.243
France,0.24,0.3,8.1,2.5,2.58,0.7,21.6,2.477,6.875,0.387,77.306,8.0,2.5,4.0,8.9,0.09,10.6,10.0,5.5,82.9,4.727,97.4,90.0,78.0,6.69,3.7,9.6,22.400000000000002,99.746,99.746,,99.816,46.938,493.66700000000003,20.108,20.5,28.925,95.5,96.552,84.09700000000001,39.51,13.0,89.10000000000001,100.0,98.65,26.1,88.0,40.999,97.854,88.371,100.0,100.0,0.5730000000000001,10.53,-0.341,2.009,94.004,8.427,2.0260000000000002,65.55,16.097,82.043,91.623,3.997,66.56700000000001,1.0210000000000001,2.189,10.883000000000001,33.414,20.697,29.207,33.314,1.08,3.6,11.815,99.0,67.936,5.2250000000000005,1.744,21.3,26.482,11.164,42.076,16.252,0.809,4.765,1.858,0.75,11.78,79.437,49.08,16.037,27.792,0.443,80.912,78.003,0.87,0.008,7.095,1.3,28.6,74.052,5.219,100.0,69.0,0.0,3.545,22.21,106.147,13.248000000000001,0.43,,55.702,49.9,36.003
Germany,0.19,0.24,10.4,2.5,1.3,1.0,22.3,2.437,7.2700000000000005,0.508,77.286,7.0,2.2,3.7,7.3,0.03,12.1,16.0,4.1,81.0,8.095,98.7,93.0,83.0,7.035,2.2,29.8,18.8,98.745,98.745,,98.751,32.282000000000004,500.333,18.635,19.601,37.538000000000004,83.0,93.836,83.646,31.17,16.2,91.8,100.0,99.22500000000001,34.4,97.0,48.634,99.8,97.233,100.0,100.0,1.163,14.14,-0.027,2.04,99.141,3.043,1.7670000000000001,76.7,9.188,89.739,82.563,4.374,75.133,1.256,3.035,9.663,56.415,14.549,24.668,33.745,1.05,10.200000000000001,12.029,99.0,67.292,4.8340000000000005,2.198,22.8,34.497,14.998000000000001,37.132,16.968,0.549,8.711,2.4130000000000003,231.887,25.400000000000002,85.641,50.96,46.552,80.592,0.28200000000000003,78.34100000000001,81.053,0.983,0.0,5.746,1.0,23.567,71.319,5.311,100.0,80.0,0.0,2.04,14.6,76.60300000000001,14.233,0.67,,52.338,51.725,65.392
Norway,0.29,0.33,8.4,2.5,2.58,0.7,23.1,2.5260000000000002,4.492,0.845,56.918,2.0,1.5,2.5,4.1,0.02,9.200000000000001,9.0,2.7,82.5,5.141,99.10000000000001,96.0,87.0,7.442,1.3,16.6,12.0,99.382,99.382,,96.247,48.212,496.66700000000003,8.889,20.845,25.738,84.3,100.8,90.521,41.42,7.1000000000000005,58.9,100.0,98.054,2.3000000000000003,64.285,60.109,98.343,76.31700000000001,100.0,100.0,0.23700000000000002,47.11,-0.554,1.811,99.745,3.346,2.2800000000000002,75.3,8.675,96.492,99.179,3.6910000000000003,50.383,2.211,2.113,12.159,18.799,3.579,26.622,27.42,0.9,4.3,6.957,99.0,60.179,7.377,1.361,28.5,94.19,27.775000000000002,42.998,20.416,1.195,8.817,3.746,45780.266,51.03,55.245000000000005,76.99,21.151,40.316,0.42,51.257,55.870000000000005,0.9390000000000001,0.013000000000000001,3.813,0.5,25.2,92.23100000000001,5.761,100.0,84.0,0.0,2.145,7.82,63.582,16.915,0.99,,0.0,44.300000000000004,6.227
Austria,0.44,0.52,9.4,2.5,2.58,0.7,20.1,2.412,6.259,0.388,69.68900000000001,5.0,2.1,3.5,7.1000000000000005,,11.4,15.0,5.2,81.9,7.34,98.4,85.0,79.0,7.195,1.9000000000000001,20.6,24.3,98.647,98.647,,99.996,40.458,491.0,14.835,21.851,28.34,83.60000000000001,94.615,83.393,39.34,15.4,133.9,100.0,99.973,9.5,94.0,45.973,98.906,96.747,100.0,100.0,1.04,29.39,0.001,1.738,98.164,4.674,1.9120000000000001,73.525,11.101,87.479,87.95,4.182,54.067,1.3900000000000001,3.1590000000000003,11.366,42.662,13.634,23.423000000000002,31.967000000000002,0.96,9.700000000000001,12.478,,73.026,4.987,2.597,20.900000000000002,58.487,20.567,41.405,18.726,0.654,7.098,3.5620000000000003,295.22,29.27,,,,,0.07100000000000001,66.634,71.21300000000001,0.895,0.001,4.483,0.7000000000000001,20.967,87.259,6.171,100.0,77.0,0.0,0.127,15.33,99.508,13.069,0.3,,51.588,56.5,4.261
Czech Republic,0.3,0.39,5.6000000000000005,2.5,2.6,4.6000000000000005,26.0,2.375,5.498,0.492,57.799,3.0,1.8,3.4,5.4,0.05,15.0,30.0,5.9,79.2,11.972,99.8,96.0,76.0,7.034,3.4,41.800000000000004,18.400000000000002,98.144,98.144,,89.375,33.329,495.333,16.854,18.765,30.545,85.7,96.154,76.857,22.5,15.1,,99.88,99.134,24.900000000000002,60.75,17.692,97.881,94.459,100.0,97.13,1.2550000000000001,10.31,1.479,2.8810000000000002,80.992,1.933,0.769,75.125,9.991,80.688,87.98,3.465,34.683,1.46,1.792,7.627,4.21,35.507,32.244,29.993000000000002,0.85,7.4,16.071,99.0,70.544,2.523,1.166,15.9,51.837,9.121,31.668,7.538,0.628,9.078,1.709,671.374,7.6000000000000005,,,,,0.054,92.297,92.122,0.971,0.007,1.605,0.6,8.367,72.395,4.74,100.0,56.0,0.0,0.911,24.89,208.693,11.441,0.15,,58.892,55.4,2.18
Netherlands,0.21,0.25,8.3,2.5,2.58,0.7,20.400000000000002,2.517,8.794,0.762,76.184,5.0,2.1,3.9,5.3,0.03,11.200000000000001,14.0,3.8000000000000003,81.60000000000001,3.7880000000000003,100.0,93.0,86.0,7.425,1.3,24.0,16.8,99.732,99.732,,99.736,47.603,502.333,12.88,20.038,34.86,86.3,95.2,84.431,33.33,14.1,79.5,100.0,97.714,16.9,100.0,49.306000000000004,99.95100000000001,97.473,100.0,100.0,1.3960000000000001,6.390000000000001,0.263,1.768,99.638,3.196,2.19,78.15,6.955,94.712,90.851,4.208,68.06700000000001,1.7850000000000001,2.0020000000000002,10.255,69.08,3.44,26.123,28.844,1.03,3.1,12.034,99.0,73.918,7.025,1.552,23.900000000000002,50.843,16.944,62.586,20.44,0.624,10.105,2.855,37.767,54.04,81.462,45.39,31.721,97.393,0.263,90.617,93.358,0.9420000000000001,0.004,5.982,0.8,25.767,80.104,6.087,100.0,82.0,0.0,3.162,8.63,61.423,13.868,0.6,,78.014,71.842,-104.556
Estonia,0.12,0.22,15.8,2.9,2.58,0.7,21.2,2.47,3.967,0.619,40.673,9.0,1.2,2.6,13.0,0.23,17.0,25.0,6.1000000000000005,77.8,7.698,99.4,87.0,75.0,6.035,3.67,44.7,17.2,97.122,97.122,99.949,93.171,43.634,525.333,7.232,8.758000000000001,53.964,78.4,106.349,80.488,28.71,28.3,89.0,99.71300000000001,99.147,18.6,69.60000000000001,18.717,93.333,97.361,100.0,92.89,1.303,19.21,2.574,3.596,97.994,5.115,0.656,75.3,12.718,89.357,146.715,3.099,32.017,1.069,1.323,7.744,2.973,25.273,35.002,34.873,1.1,37.2,6.732,99.0,67.429,4.74,1.44,14.4,186.602,15.954,40.459,7.916,0.779,15.462,1.973,0.005,12.13,97.846,65.96000000000001,1.4000000000000001,29.575,0.07100000000000001,94.776,93.527,0.986,0.011,0.261,2.2,20.7,72.103,5.43,100.0,74.0,0.0,0.0,12.27,196.641,10.214,0.16,,66.525,43.050000000000004,0.322
Belgium,0.24,0.3,10.200000000000001,2.5,2.58,0.7,22.1,2.38,9.051,0.723,77.247,5.0,2.0,3.7,9.0,,11.4,16.0,5.8,81.2,4.651,,96.0,84.0,6.772,2.8000000000000003,27.6,18.900000000000002,98.777,98.777,,98.36,47.397,500.0,19.997,20.007,30.650000000000002,89.9,97.479,81.638,40.67,3.7,93.2,100.0,99.486,73.8,67.876,38.589,99.523,97.10000000000001,100.0,100.0,1.117,7.87,-0.094,2.027,98.638,5.589,1.881,65.3,12.75,88.655,75.74,3.984,63.367000000000004,1.366,2.606,12.018,35.728,28.033,26.048000000000002,29.356,0.9,8.8,12.887,99.0,58.467,8.933,1.145,21.2,54.514,13.657,51.685,17.827,0.509,8.757,2.387,0.0,7.63,93.379,31.900000000000002,,97.087,0.233,80.995,92.77,0.986,0.008,4.722,1.7,35.6,61.746,5.714,100.0,75.0,0.0,0.154,12.07,88.135,14.988,0.45,,67.84100000000001,45.050000000000004,-15.193
Slovenia,0.17,0.22,8.5,2.5,2.58,0.7,20.2,2.402,5.543,0.727,57.623000000000005,7.0,1.2,2.1,5.3,,12.700000000000001,23.0,6.4,80.9,3.7760000000000002,99.8,93.0,79.0,6.665,2.4,25.7,18.900000000000002,97.96300000000001,97.96300000000001,99.8,94.077,40.713,503.66700000000003,13.034,14.556000000000001,37.742,78.60000000000001,99.187,85.3,27.78,5.0,119.7,99.535,99.11,0.6,89.08800000000001,24.544,98.053,83.041,100.0,96.17,0.878,16.8,2.068,2.173,97.533,4.195,1.045,71.875,9.673,79.75,77.671,3.262,28.475,1.543,1.851,9.893,3.798,29.315,31.053,27.377,0.81,13.200000000000001,16.024,99.0,59.687000000000005,5.168,2.235,16.1,126.157,15.075000000000001,29.22,11.907,0.337,6.357,2.636,54.832,23.3,88.556,28.35,,89.72200000000001,0.076,85.098,77.486,0.937,0.0,2.1710000000000003,0.9,18.3,90.309,4.641,100.0,60.0,0.0,0.0,22.31,63.269,10.924,0.16,,49.572,37.550000000000004,0.89
United Kingdom,0.15,0.21,11.9,2.5,2.58,0.7,27.8,2.4130000000000003,7.229,0.58,67.822,7.0,2.6,4.3,8.0,,10.9,14.0,3.1,81.4,13.370000000000001,,92.0,87.0,7.157,3.5,22.0,17.2,98.432,98.432,,99.932,50.753,503.66700000000003,10.707,17.435,37.002,93.0,99.23100000000001,84.393,33.85,16.4,108.60000000000001,100.0,99.11,13.700000000000001,98.505,33.899,99.989,97.755,100.0,100.0,1.127,11.540000000000001,-1.188,2.079,96.366,3.851,1.838,75.175,12.602,94.897,98.538,4.033,93.2,1.455,1.674,9.527000000000001,23.523,36.508,35.305,36.976,1.48,15.3,10.473,99.0,69.793,10.363,1.558,24.900000000000002,53.919000000000004,16.997,37.965,16.229,0.705,5.545,3.15,331.431,14.59,84.009,64.15,18.618000000000002,71.19500000000001,0.215,84.287,88.132,0.778,0.003,3.178,1.2,8.834,74.456,5.496,100.0,77.0,0.0,1.614,22.23,141.334,13.319,0.7000000000000001,,100.0,70.8,12.775
Ireland,0.16,0.21,9.0,2.5,2.58,0.7,25.3,2.4,8.785,0.011,74.533,5.0,2.3000000000000003,3.7,7.0,0.08,10.3,12.0,4.1,81.5,7.515000000000001,99.7,92.0,76.0,7.255,0.1,20.0,17.0,100.0,100.0,,99.896,56.174,504.66700000000003,11.085,17.026,34.025,80.2,103.252,81.159,22.5,10.6,165.5,97.395,91.245,3.6,89.72500000000001,39.261,97.32300000000001,82.414,100.0,100.0,1.225,10.290000000000001,3.303,1.668,95.34,4.928,1.736,69.55,11.733,84.522,103.754,3.293,53.4,1.489,1.044,11.622,21.791,25.363,23.381,33.146,1.08,11.4,8.209,96.968,60.635,6.924,2.431,19.900000000000002,103.005,19.549,56.972,19.805,0.9400000000000001,7.553,2.7960000000000003,10.137,21.75,84.54,61.300000000000004,21.37,85.869,0.094,87.705,97.709,0.925,0.011,1.708,0.9,18.667,75.877,5.735,100.0,74.0,0.0,0.0,15.0,78.496,9.037,0.32,,75.666,48.15,-117.10900000000001
Switzerland,0.06,0.08,9.1,2.5,2.58,0.7,19.5,2.469,6.8,0.6890000000000001,64.242,5.0,2.9,4.1,6.4,,8.6,10.0,2.7,83.3,2.763,100.0,96.0,83.0,7.694,1.9000000000000001,21.400000000000002,19.1,99.869,99.869,,99.432,51.207,498.0,16.291,20.225,31.181,86.4,93.382,84.777,41.5,14.8,,100.0,99.89,7.6000000000000005,96.709,47.579,95.455,99.539,100.0,100.0,0.643,21.48,-1.117,1.673,98.43,4.581,2.782,80.47500000000001,8.066,89.686,99.436,4.022,75.5,2.508,3.374,9.205,151.947,26.69,21.644000000000002,34.274,1.09,19.5,10.303,99.0,83.34700000000001,6.706,2.6310000000000002,22.2,58.308,27.536,43.343,21.802,0.918,3.903,4.777,0.0,28.580000000000002,,,,,0.539,35.233000000000004,60.114000000000004,0.974,0.012,5.795,0.5,43.2,87.57900000000001,6.424,100.0,85.0,0.0,3.136,10.52,77.44200000000001,12.802,0.47000000000000003,,83.313,74.05,-73.172
New Zealand,0.01,0.02,10.9,2.5,2.58,0.7,30.8,2.3970000000000002,8.464,0.584,,9.0,3.5,5.7,7.3,0.03,10.1,7.0,7.8,82.2,19.27,96.3,92.0,87.0,7.205,3.95,2.1,13.1,,,,91.788,45.812,502.66700000000003,13.859,18.042,38.378,84.7,98.437,85.37,40.83,7.9,123.0,100.0,100.0,4.2,79.895,18.208000000000002,100.0,88.679,100.0,100.0,0.75,41.75,-0.976,0.642,99.178,4.069,0.962,77.43900000000001,10.169,90.811,114.46000000000001,3.991,51.85,1.663,1.23,10.092,15.182,19.0,26.68,,1.43,10.6,5.956,99.0,49.932,,2.27,20.1,142.696,15.631,94.018,8.22,,7.8260000000000005,1.946,113.744,1.46,44.593,78.33,35.264,43.061,0.383,43.021,29.345,0.622,0.015,2.6390000000000002,0.7000000000000001,18.400000000000002,67.988,5.856,100.0,87.0,0.0,0.089,10.75,221.738,13.696,0.23,,0.0,64.75,1.93
Japan,0.52,0.67,15.700000000000001,2.5,7.1000000000000005,2.3000000000000003,4.3,2.3810000000000002,6.049,0.589,,5.0,0.9,2.5,14.0,0.01,8.4,12.0,4.1,84.2,3.7800000000000002,99.9,97.0,83.0,5.908,0.9,11.4,17.7,100.0,100.0,,91.049,60.731,520.0,7.664000000000001,10.843,50.198,60.1,103.175,72.961,9.91,24.5,183.5,99.01,99.895,37.300000000000004,75.325,20.871,98.45400000000001,98.76,100.0,100.0,1.1480000000000001,5.94,-1.967,0.28600000000000003,98.243,2.291,1.213,77.74,9.824,91.282,193.282,4.248,63.95,0.777,3.205,9.842,142.893,,,35.688,1.32,19.6,11.705,,57.987,8.087,1.034,16.9,42.038000000000004,9.531,28.315,9.545,0.735,8.784,1.829,0.045,7.84,73.516,59.36,70.83,24.206,1.012,65.761,67.014,0.778,0.0,5.144,0.2,11.267,73.348,6.213,100.0,73.0,0.0,0.002,29.36,40.636,12.319,0.23,,0.0,62.85,11.822000000000001
Belarus,0.03,0.07,,2.5,4.5,2.2,24.5,2.278,3.359,0.795,,2.0,1.3,3.4,31.0,0.22,23.7,61.0,8.9,74.2,14.507,99.8,97.0,76.0,5.821,,,,94.929,97.84100000000001,99.85000000000001,,,,,,,74.2,98.387,82.655,40.0,,,96.48400000000001,97.791,4.8,7.18,0.267,,,100.0,98.18,1.6640000000000001,,-2.262,10.877,81.156,4.595,0.007,,,79.13,86.336,2.441,16.4,0.125,0.587,,,,,32.693,,,18.766000000000002,97.839,57.323,,1.578,7.6000000000000005,0.709,0.276,0.532,0.049,,6.54,0.014,0.001,,,,,,0.001,48.616,54.948,0.972,0.001,0.007,3.6,9.4,61.485,,100.0,45.0,1.4000000000000001,1.066,51.660000000000004,,8.828,,29.467000000000002,0.0,,
Croatia,0.62,1.1400000000000001,,2.5,2.58,0.7,24.400000000000002,2.369,5.715,0.486,,8.0,2.6,4.7,8.4,0.02,16.7,35.0,8.1,78.3,8.681000000000001,99.9,93.0,71.0,5.5360000000000005,,,,88.041,93.08500000000001,99.724,,,,,,,61.5,90.833,78.806,19.21,,,99.587,96.538,1.5,51.706,13.221,,,100.0,92.7,1.425,,1.465,5.992,86.143,6.9350000000000005,0.551,,,75.295,79.452,3.013,24.075,1.029,0.87,,,,,36.58,,,17.902,99.0,47.834,,1.911,12.6,57.581,9.479000000000001,20.495,5.666,,4.208,1.3840000000000001,115.75,,75.196,64.56,7.03,17.889,0.048,74.144,86.774,0.901,0.001,1.365,1.1,27.6,75.063,3.7520000000000002,100.0,47.0,,0.073,29.03,,10.104000000000001,,,54.534,,
"Korea, Rep.",0.5,0.65,17.400000000000002,2.5,2.5,1.2,4.7,2.279,6.672,0.645,,11.0,1.5,3.2,66.0,,7.8,20.0,9.8,82.7,1.379,100.0,98.0,86.0,5.9030000000000005,2.5,14.4,17.5,97.379,97.379,,95.881,69.574,519.667,8.043000000000001,14.167,45.025,83.4,89.147,71.93900000000001,19.0,34.1,166.0,99.788,100.0,84.8,76.837,17.689,98.214,99.904,100.0,96.68,1.131,1.9100000000000001,-0.191,1.949,94.851,4.148,0.9590000000000001,66.82300000000001,,96.023,113.617,3.726,64.1,1.297,4.553,15.326,42.752,1.945,23.984,32.291000000000004,1.44,43.800000000000004,25.039,,73.157,3.078,1.198,13.1,39.651,9.86,30.178,6.928,0.422,11.782,1.74,1.294,9.9,24.228,59.77,6.140000000000001,45.08,0.431,32.459,36.782000000000004,0.731,0.019,2.524,0.6,35.4,74.828,5.017,,59.0,0.0,1.204,24.94,108.27,8.896,0.14,,0.0,61.575,4.68
Canada,0.4,0.51,12.1,2.5,2.58,0.7,29.400000000000002,2.353,4.043,0.47000000000000003,,10.0,3.4,5.0,5.6000000000000005,,9.8,7.0,5.8,82.8,8.387,97.9,90.0,89.0,7.109,11.5,13.200000000000001,12.0,100.0,100.0,,92.541,61.754,516.667,6.42,13.436,40.728,87.8,103.053,87.357,28.990000000000002,18.5,75.5,99.436,99.286,3.6,67.44,36.21,98.861,82.316,100.0,100.0,0.855,16.39,-1.166,0.482,99.727,5.564,1.476,74.44200000000001,11.947000000000001,91.0,76.394,3.75,78.7,1.617,1.585,8.406,15.287,52.4,27.677,35.009,1.1400000000000001,12.200000000000001,6.428,99.0,59.697,8.557,2.286,20.0,58.059000000000005,12.425,57.323,17.236,,14.429,2.305,3453.067,3.8200000000000003,33.085,93.98,45.505,30.943,0.902,26.467000000000002,20.791,0.969,0.003,4.0520000000000005,1.8,38.85,81.425,5.632,100.0,77.0,0.0,0.447,15.69,113.408,11.867,0.26,,0.0,55.838,15.198
Spain,0.93,1.32,14.8,2.5,2.58,0.7,23.8,2.415,2.769,0.8290000000000001,45.71,4.0,1.7,3.0,9.4,0.07,9.9,10.0,4.1,83.10000000000001,7.7250000000000005,,93.0,83.0,6.457,3.0,12.3,22.1,97.193,97.193,99.71600000000001,93.175,44.26,486.66700000000003,10.018,21.275000000000002,37.338,84.5,97.0,81.792,44.0,11.5,143.20000000000002,99.926,99.904,44.0,91.512,23.966,98.441,96.62,100.0,100.0,0.975,14.59,0.261,2.267,93.756,13.959,1.7910000000000001,63.300000000000004,19.059,86.107,98.48,3.84,55.533,1.168,1.208,7.038,5.809,21.214000000000002,27.095,38.552,1.27,10.200000000000001,9.698,99.0,63.439,12.934000000000001,1.481,20.1,37.201,8.151,45.03,10.96,0.835,5.316,1.342,22.727,12.47,85.60300000000001,48.64,35.506,33.621,0.638,56.608000000000004,46.056000000000004,0.843,0.007,3.64,0.7000000000000001,14.4,77.512,4.784,100.0,62.0,0.0,1.943,21.990000000000002,126.88000000000001,10.599,0.19,,54.539,43.95,14.693
Poland,0.02,0.08,9.6,2.5,2.58,0.7,23.1,2.352,4.2,0.608,44.485,2.0,2.7,4.4,16.0,0.04,18.7,38.0,9.700000000000001,77.8,10.538,99.8,93.0,75.0,6.111,2.8000000000000003,24.2,22.7,,,99.797,99.126,43.524,513.0,12.628,13.842,39.267,68.2,100.0,74.682,28.7,9.4,136.2,99.72500000000001,98.797,36.6,60.947,9.001,99.156,93.252,100.0,100.0,1.9040000000000001,8.17,0.755,3.356,86.733,3.474,0.46,68.2,12.691,77.542,171.698,3.209,29.567,0.9400000000000001,1.038,7.196,2.0420000000000003,34.910000000000004,40.968,42.949,0.9500000000000001,11.200000000000001,20.878,99.0,63.160000000000004,6.235,1.3,11.9,30.731,5.239,32.843,3.363,0.593,8.01,1.002,387.136,11.85,83.756,44.28,59.86,56.512,0.022,87.577,91.83,0.972,0.004,0.964,0.8,9.1,73.909,4.083,100.0,58.0,0.0,0.029,28.89,195.122,9.181000000000001,0.13,,40.449,55.550000000000004,4.205
Latvia,0.54,0.9,16.6,2.5,2.58,0.7,23.6,2.407,4.25,0.5630000000000001,44.599000000000004,19.0,2.0,3.9,29.0,0.19,21.900000000000002,41.0,9.3,75.0,16.171,99.9,96.0,71.0,5.901,3.4,45.7,24.1,98.369,98.369,99.82000000000001,98.093,41.649,487.333,8.375,18.490000000000002,33.046,77.9,104.8,81.674,30.0,21.1,123.5,98.626,92.148,1.3,90.7,17.413,95.191,85.824,100.0,95.28,0.905,40.03,2.226,3.864,93.22200000000001,6.5200000000000005,0.495,72.3,11.177,83.577,130.23,2.983,19.333000000000002,0.735,0.513,4.098,1.817,39.567,26.996000000000002,39.059,1.44,35.300000000000004,13.426,97.191,66.508,2.892,1.7850000000000001,11.0,114.629,16.033,36.348,7.0040000000000004,0.788,3.439,1.686,0.0,,95.845,53.550000000000004,53.99,61.224000000000004,0.003,97.261,97.477,0.988,0.0,0.242,4.2,28.633,58.192,4.706,100.0,56.0,0.0,0.0,19.53,193.077,8.13,0.11,,68.126,59.125,0.258
Portugal,0.54,0.89,10.700000000000001,2.5,2.58,0.7,20.8,2.445,4.728,1.065,28.543,8.0,2.1,3.7,24.0,0.07,11.1,10.0,7.4,81.5,8.38,98.9,99.0,82.0,6.095,4.1,22.6,16.8,98.59,98.59,99.664,99.316,35.078,492.0,15.92,19.561,41.12,79.10000000000001,100.0,83.984,40.0,14.8,,99.908,99.60900000000001,1.2,54.984,26.971,95.312,84.70700000000001,100.0,100.0,0.925,24.7,-0.329,2.484,92.34100000000001,6.3340000000000005,1.061,70.47500000000001,11.577,74.661,73.843,3.247,40.317,1.3940000000000001,1.327,9.471,3.3890000000000002,41.194,38.095,42.137,1.22,10.1,8.161,99.0,52.175000000000004,8.393,1.923,17.3,52.917,8.366,35.518,12.89,0.975,4.84,1.561,0.0,9.0,65.654,52.300000000000004,67.199,11.261000000000001,0.578,74.051,63.985,0.853,0.019,3.988,0.7000000000000001,15.867,83.328,4.923,100.0,62.0,3.4,0.47100000000000003,12.63,131.53,10.819,0.18,,45.841,54.025,3.2600000000000002
