Country,sdg1_wpc,sdg1_320pov,sdg1_oecdpov,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_obesity,sdg2_trophic,sdg2_crlyld,sdg2_snmi,sdg2_yieldgap,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg3_region,sdg3_incomeg,sdg3_smoke,sdg4_primary,sdg4_second,sdg4_literacy,sdg4_earlyedu,sdg4_tertiary,sdg4_pisa,sdg4_socioec,sdg4_science,sdg4_resil,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg5_paygap,sdg5_unpaid,sdg6_water,sdg6_sanita,sdg6_freshwat,sdg6_wastewat,sdg6_scarcew,sdg6_safewat,sdg6_safesan,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg7_ren,sdg8_adjgrowth,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg8_impacc,sdg8_empop,sdg8_yneet,sdg9_intuse,sdg9_mobuse,sdg9_lpi,sdg9_qs,sdg9_articles,sdg9_rdex,sdg9_rdres,sdg9_patents,sdg9_netacc,sdg9_womensci,sdg10_adjgini,sdg10_palma,sdg10_elder,sdg11_pm25,sdg11_pipedwat,sdg11_transport,sdg11_rentover,sdg12_msw,sdg12_ewaste,sdg12_so2prod,sdg12_so2import,sdg12_prodnitro,sdg12_reacnitro,sdg12_mswrecycl,sdg13_co2pc,sdg13_co2import,sdg13_co2export,sdg13_ecr,sdg14_cpma,sdg14_cleanwat,sdg14_fishstocks,sdg14_trawl,sdg14_biomar,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_biofrwter,sdg16_homicides,sdg16_detain,sdg16_safe,sdg16_prs,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg16_rsf,sdg16_prison,sdg17_govex,sdg17_oda,sdg17_govrev,sdg17_cohaven,sdg17_secrecy,sdg17_sprofit
Nicaragua,2.88,13.49,,17.0,17.3,2.2,23.7,2.281,2.104,0.989,,98.0,9.4,18.3,41.0,0.07,14.200000000000001,56.0,15.3,75.5,84.99,88.0,98.0,73.0,5.819,,,,94.893,66.418,91.572,,,,,,,92.60000000000001,109.23100000000001,60.853,47.25,,,81.525,74.435,2.7,0.0,0.811,,,86.768,52.300000000000004,1.154,,-4.734,2.9,30.862000000000002,6.837,0.10200000000000001,,,27.863,18.67,2.499,0.0,0.007,0.109,,,,,46.115,,,17.614,95.601,52.707,,1.139,2.2,28.281000000000002,1.301,16.429000000000002,0.793,,0.865,0.158,0.0,,52.894,65.1,21.653,21.741,0.024,73.672,65.811,0.85,0.732,0.456,7.4,21.400000000000002,46.177,3.592,84.7,22.0,14.5,0.0,35.53,,9.447000000000001,,16.842,0.0,,
Suriname,20.39,30.330000000000002,,8.5,8.8,5.0,26.400000000000002,2.172,4.464,0.6890000000000001,,120.0,10.0,18.900000000000002,38.0,0.49,21.7,57.0,14.5,71.8,61.655,80.0,95.0,71.0,6.269,,,,86.025,45.173,98.646,,,,,,,73.2,97.82600000000001,61.49,31.37,,,95.425,84.458,4.0,0.01,8.17,,,96.783,89.61,1.059,,-5.269,2.259,,7.3340000000000005,0.5,,,48.945,42.093,,0.0,0.03,,,,,,,,,24.78,87.843,73.34,,0.5740000000000001,9.6,206.81300000000002,8.163,22.733,3.573,,4.242,0.9500000000000001,,,74.244,78.76,30.04,22.532,0.013000000000000001,51.19,49.404,0.983,0.06,0.254,5.5,221.0,60.238,,98.3,44.0,4.1,0.0,16.38,,,,25.663,0.0,,
Barbados,2.44,6.18,,3.9,7.7,6.8,23.1,2.33,2.865,1.201,,27.0,7.9,12.200000000000001,0.4,0.58,16.2,31.0,5.6000000000000005,75.60000000000001,33.55,99.0,85.0,77.0,,,,,96.693,100.72500000000001,99.9,,,,,,,70.0,105.825,88.96900000000001,20.0,,,98.494,97.279,87.5,1.157,13.467,,,100.0,99.44,,,-2.985,2.746,,10.331,0.788,,,81.761,59.937000000000005,,0.0,0.132,,,,,,,,,23.080000000000002,,,,5.369,13.700000000000001,433.56,12.598,25.932000000000002,11.263,,4.367,2.1670000000000003,0.001,,7.602,64.1,52.18,,0.514,2.5340000000000003,,0.913,0.09,0.58,10.5,56.1,,4.511,98.7,62.0,1.9000000000000001,0.0,,,8.288,,,0.0,,
Brunei Darussalam,,,,3.2,19.7,2.9,14.1,2.431,2.5540000000000003,1.367,,31.0,5.5,11.6,68.0,,16.6,13.0,8.0,76.4,10.272,100.0,99.0,81.0,,,,,93.147,105.843,99.709,,,,,,,,100.0,81.443,9.09,,,99.9,96.349,,6.105,19.592,,,100.0,100.0,1.717,,-2.574,10.928,,9.117,1.303,,,94.867,130.008,2.461,40.550000000000004,0.685,0.037,,,,,,,,5.9030000000000005,,,,1.758,18.3,242.544,22.959,23.184,8.367,,24.972,2.176,40507.621,,60.942,57.15,,33.293,0.043000000000000003,63.113,50.0,0.8240000000000001,0.211,0.383,0.5,7.1000000000000005,,4.321,,60.0,,2.769,51.480000000000004,,6.648000000000001,,,0.0,,
Jordan,0.41000000000000003,9.19,,12.200000000000001,7.8,2.4,35.5,2.203,1.601,0.649,,46.0,9.5,16.2,5.0,0.01,19.2,51.0,24.400000000000002,74.3,25.877,99.7,92.0,76.0,4.453,,,,80.864,59.03,99.34400000000001,,,,,,,56.7,95.327,22.205000000000002,15.38,,,98.937,97.34,100.10000000000001,18.63,26.336000000000002,,,100.0,99.06,1.304,,-4.738,1.804,42.493,14.715,0.434,,,66.79,87.621,2.718,31.267,0.264,0.718,,,,,41.056,,,33.006,88.761,63.888,,0.769,5.6000000000000005,29.092000000000002,3.989,10.011000000000001,3.426,,1.829,0.609,0.0,,,47.160000000000004,,,0.20400000000000001,8.723,9.766,0.963,,0.211,1.4000000000000001,41.7,73.388,5.016,98.0,48.0,1.7,0.396,43.11,,7.3,,23.241,0.0,,
Paraguay,1.03,4.5200000000000005,,10.700000000000001,5.6000000000000005,1.0,20.3,2.237,4.447,0.28800000000000003,,129.0,10.700000000000001,20.2,43.0,0.16,17.5,57.0,22.7,74.2,70.504,95.5,88.0,69.0,5.557,,,,87.19800000000001,73.377,98.282,,,,,,,78.9,101.19,68.054,16.25,,,99.61,89.784,1.8,0.735,2.696,,,99.3,66.22,0.129,,-0.932,1.604,48.647,4.809,0.359,,,64.994,57.665,2.547,0.0,0.014,0.154,,,,,50.525,,,11.909,97.253,48.627,,1.173,6.4,26.05,3.614,61.922000000000004,4.538,,0.808,0.629,,,,,,,0.042,36.254,38.834,0.9480000000000001,1.603,0.386,8.9,76.06700000000001,51.065,4.162,69.10000000000001,28.0,27.6,0.0,32.4,,7.581,,17.438,0.0,,
Maldives,1.26,7.6000000000000005,,10.3,20.3,10.200000000000001,8.6,2.41,2.569,1.071,,53.0,4.8,8.6,33.0,,13.4,26.0,0.9,78.4,7.8100000000000005,99.5,99.0,62.0,5.198,,,,95.415,108.18,98.754,,,,,,,42.5,97.101,51.082,4.6000000000000005,,,99.256,99.373,15.700000000000001,4.62,18.868000000000002,,,99.8,93.83,,,-1.3900000000000001,,,6.138,1.119,,,63.186,54.465,2.718,0.0,0.014,,,,,,59.096000000000004,,,7.796,98.303,59.019,,3.277,6.9,285.796,8.706,11.696,5.049,,2.7600000000000002,0.802,0.0,,0.0,58.410000000000004,30.78,0.002,0.081,0.0,,0.836,,0.315,0.8,,49.547000000000004,,98.8,29.0,,0.0,32.160000000000004,,11.766,,25.651,0.0,,
Cabo Verde,15.81,35.46,,12.6,,,11.8,2.226,0.168,1.178,,58.0,11.6,19.5,46.0,0.19,17.2,99.0,25.0,73.2,73.759,91.4,98.0,69.0,,,,,93.422,68.223,98.111,,,,,,,73.2,92.308,89.521,25.0,,,87.083,73.854,9.0,20.900000000000002,4.942,,,92.914,71.05,,,-1.542,4.105,,12.249,0.289,,,57.162,66.834,,0.0,0.016,0.073,,,,,50.171,,,34.779,95.758,,,0.998,4.6000000000000005,231.856,4.445,16.711000000000002,2.321,,1.466,0.357,0.0,,3.122,62.22,24.43,33.715,0.0,12.972,,0.891,0.036000000000000004,0.15,11.5,19.3,,4.168,91.0,58.0,6.4,0.0,19.81,,8.263,,28.794,0.0,,
Singapore,0.89,1.06,,1.17,4.4,3.6,6.1000000000000005,,,1.125,,8.0,1.1,2.8000000000000003,47.0,0.04,9.3,26.0,2.8000000000000003,82.9,3.5300000000000002,99.60000000000001,95.0,86.0,6.378,,,,99.67,104.632,99.93,,,,,,,76.9,92.5,79.33800000000001,24.0,,,100.0,100.0,,100.0,97.255,,,100.0,100.0,0.961,,1.7610000000000001,3.428,97.931,4.109,7.853,,,88.166,148.822,4.064,77.4,1.99,2.224,,,,,,,,19.078,99.0,94.536,,3.644,17.900000000000002,232.57500000000002,58.103,76.71900000000001,44.305,,11.895,9.272,0.001,,3.253,38.69,,,3.185,21.143,,0.857,0.861,12.608,0.2,11.533,96.503,6.367,,85.0,,0.8180000000000001,51.410000000000004,,4.618,,,81.354,,
Sri Lanka,0.27,7.96,,9.0,17.3,15.1,5.2,2.1510000000000002,2.1470000000000002,0.873,,36.0,4.5,7.4,64.0,0.01,17.400000000000002,80.0,14.9,75.3,20.926000000000002,99.95,99.0,66.0,4.4350000000000005,,,,99.107,96.368,98.782,,,,,,,74.3,90.517,48.370000000000005,5.33,,,89.416,95.782,90.8,0.0,5.0680000000000005,,,97.545,26.330000000000002,1.5310000000000001,,-1.322,2.124,73.646,4.198,0.243,,,34.113,65.039,2.489,28.475,0.063,0.109,,,,,51.426,,,11.1,73.831,67.283,,1.863,4.5,11.467,1.829,4.28,0.982,,1.2590000000000001,0.279,0.0,,43.403,58.120000000000005,20.89,35.788000000000004,0.099,43.674,40.636,0.557,0.106,0.079,2.3000000000000003,53.4,63.825,3.876,97.2,38.0,1.0,0.0,39.61,,5.127,,13.287,0.0,,
Lebanon,0.02,0.06,,11.0,16.5,6.6000000000000005,32.0,2.177,3.051,0.917,,29.0,4.3,7.4,11.0,0.02,17.900000000000002,51.0,18.1,76.3,14.5,98.2,82.0,73.0,5.167,,,,86.303,52.407000000000004,99.752,,,,,,,63.800000000000004,95.506,33.154,4.69,,,92.60000000000001,98.477,57.300000000000004,38.164,45.814,,,100.0,,1.414,,-4.644,1.717,44.751,6.229,0.742,,,78.181,45.246,2.637,31.267,0.259,,,,,,36.17,,,30.621000000000002,,51.817,,1.035,11.1,55.525,5.909,15.08,5.912,,2.141,0.891,0.0,,5.1290000000000004,33.0,,9.952,0.23600000000000002,13.345,21.062,0.961,0.063,0.5630000000000001,4.0,42.300000000000004,55.257,4.049,99.5,28.0,1.9000000000000001,0.0,32.44,,6.2700000000000005,,19.831,72.843,,
Nepal,6.8100000000000005,33.03,,8.700000000000001,35.800000000000004,9.700000000000001,4.1,2.112,2.7960000000000003,0.72,,186.0,19.900000000000002,32.2,151.0,0.03,21.8,194.0,15.9,70.2,65.121,58.0,91.0,48.0,5.449,,,,96.298,94.60300000000001,92.394,,,,,,,56.0,65.625,96.861,32.730000000000004,,,88.812,62.054,8.3,0.0,1.633,,,95.507,27.62,2.1670000000000003,,-2.387,5.9510000000000005,45.386,1.407,0.082,,,34.0,47.518,2.194,16.4,0.028,0.302,,,,,33.405,,,99.73400000000001,55.31,71.173,,0.8290000000000001,0.8,5.3870000000000005,0.47800000000000004,10.021,0.359,,0.28700000000000003,0.074,0.0,,,,,,0.0,52.272,36.46,0.8250000000000001,0.003,0.007,2.2,,57.493,4.047,56.2,34.0,37.4,0.0,33.4,,5.61,,22.896,0.0,,
Saudi Arabia,,,,7.1000000000000005,9.3,11.8,35.4,2.29,5.601,0.603,,17.0,3.7,7.1000000000000005,10.0,,16.4,84.0,28.8,74.8,7.324,98.0,96.0,74.0,6.561,,,,94.546,106.479,99.302,,,,,,,41.5,89.10900000000001,29.505,19.87,,,100.0,100.0,907.1,11.75,70.34100000000001,,,100.0,95.96000000000001,1.627,,-2.596,,71.69800000000001,5.9270000000000005,1.317,,,93.31,111.09,3.107,45.783,0.323,0.8150000000000001,,,,,,,,87.94500000000001,,72.804,,1.57,15.9,72.299,9.11,32.877,9.254,,17.915,1.54,214.24,,20.834,62.52,20.359,17.925,0.523,23.059,17.674,0.906,,1.81,1.3,48.300000000000004,87.9,5.732,,53.0,,0.009000000000000001,65.88,,7.027,,,0.0,,
Trinidad and Tobago,0.31,1.34,,5.5,11.0,6.3,18.6,2.315,1.372,1.298,,67.0,11.700000000000001,18.3,21.0,,21.3,39.0,12.1,71.8,30.09,100.0,90.0,74.0,6.192,,,,95.283,80.937,99.60000000000001,,,,,,,58.2,101.83500000000001,70.895,30.95,,,98.185,93.399,20.3,3.219,13.700000000000001,,,100.0,99.26,1.736,,-5.876,2.962,80.783,2.686,0.609,,,77.32600000000001,40.682,2.383,0.0,0.152,0.092,,,,,,,,24.109,,56.241,,2.732,15.8,64.726,8.098,14.039,6.7250000000000005,,30.418,1.34,17806.46,,23.650000000000002,62.29,26.78,22.988,0.099,40.666000000000004,,0.812,0.134,0.589,30.900000000000002,59.7,51.67,4.272,96.5,40.0,0.7000000000000001,0.0,24.740000000000002,,5.073,,,0.0,,
Philippines,3.13,22.1,,13.3,33.4,7.1000000000000005,6.4,2.174,3.692,0.773,,121.0,13.5,28.400000000000002,554.0,0.13,26.8,185.0,12.3,69.3,54.154,84.4,65.0,61.0,6.268,,,,93.776,78.20400000000001,99.083,,,,,,,52.5,104.348,61.973,27.96,,,93.568,76.534,26.0,0.6970000000000001,1.858,,,93.0,43.22,1.405,,0.494,7.704,34.498,2.15,0.11800000000000001,,,60.055,68.443,2.726,28.475,0.021,0.138,,,,,50.064,,,18.07,46.81,68.465,,0.802,2.8000000000000003,9.196,1.029,8.03,0.913,,1.1500000000000001,0.171,101.141,,44.160000000000004,54.0,30.92,4.469,0.021,40.886,36.468,0.639,0.41500000000000004,0.101,8.4,74.7,62.406,4.492,91.8,34.0,11.1,0.0,43.910000000000004,,3.987,,16.266000000000002,0.0,,
Ghana,9.94,23.57,,5.5,18.8,4.7,10.9,2.077,1.873,0.795,,308.0,23.900000000000002,47.9,148.0,0.7000000000000001,20.8,204.0,24.900000000000002,63.4,66.611,70.8,92.0,47.0,5.0040000000000004,,,,86.158,78.042,92.491,,,,,,,46.2,81.013,88.857,13.09,,,81.453,18.472,6.1000000000000005,0.0,0.742,,,79.0,21.71,1.0190000000000001,,-1.8800000000000001,4.836,57.718,4.331,0.048,,,39.0,91.755,2.443,25.2,0.043000000000000003,0.377,,,,,45.953,,,34.714,39.928000000000004,58.427,,0.587,1.4000000000000001,8.552,0.644,6.465,0.305,,0.515,0.089,0.002,,72.435,36.230000000000004,37.02,7.809,0.004,85.614,,0.844,0.848,0.017,2.1,12.450000000000001,66.679,4.113,70.5,41.0,21.8,0.0,20.81,,6.1930000000000005,,27.184,49.492000000000004,,
Indonesia,3.65,22.19,,8.3,36.4,13.5,6.9,2.183,5.166,0.6880000000000001,,177.0,12.700000000000001,25.0,316.0,0.17,26.400000000000002,112.0,12.200000000000001,69.3,47.374,92.59,75.0,57.0,5.347,,,,93.496,89.97200000000001,99.70700000000001,,,,,,,77.60000000000001,90.476,63.923,20.35,,,89.34400000000001,73.128,28.0,0.02,2.705,,,98.14,58.370000000000005,2.057,,-0.113,4.726,48.857,4.687,0.14200000000000002,,,39.905,87.148,2.895,21.517,0.101,0.23800000000000002,,,,,50.475,,,16.503,22.66,78.443,,1.21,4.9,10.846,1.188,14.133000000000001,1.066,,1.746,0.209,3001.771,,23.388,58.0,21.163,36.873,0.021,24.366,35.492,0.75,1.051,0.187,0.4,32.7,80.807,4.692,71.9,40.0,6.9,0.019,36.77,,4.797,,12.179,0.0,,
Belize,11.47,24.1,,7.5,15.0,1.8,24.1,2.203,4.229,0.9390000000000001,,36.0,8.6,13.0,30.0,0.81,22.1,69.0,28.3,70.5,68.487,96.8,96.0,64.0,5.956,,,,95.94200000000001,67.19,,,,,,,,65.9,102.062,65.83200000000001,9.38,,,97.993,87.85900000000001,1.3,0.587,4.428,,,98.265,85.43,,,-5.181,,48.209,6.413,0.322,,,47.083,38.017,,0.0,0.024,,,,,,,,,23.012,95.367,49.147,,1.588,6.0,303.699,5.118,19.839000000000002,3.577,,1.711,0.592,0.002,,27.727,66.26,,78.163,0.085,45.962,18.322,0.741,0.678,0.17,37.9,56.9,50.17,,95.7,,3.2,0.0,27.5,,11.185,,29.374000000000002,0.0,,
Qatar,,,,1.17,2.58,0.7,35.1,,5.1080000000000005,1.02,,9.0,3.5,6.8,31.0,,15.3,47.0,9.3,78.10000000000001,9.922,100.0,98.0,68.0,6.375,,,,94.09400000000001,88.436,94.644,,,,,,,68.9,119.355,60.715,9.76,,,99.568,100.0,374.1,70.0,83.634,,,100.0,98.49000000000001,1.866,,-1.409,,65.875,0.091,1.745,,,99.653,125.938,3.375,40.550000000000004,0.54,0.51,,,,,,,,91.187,,64.741,,1.027,11.3,66.666,11.137,33.208,10.703,,44.041000000000004,1.746,107901.63,,39.975,62.26,,,0.088,33.291000000000004,,0.8210000000000001,,1.045,0.4,43.5,92.111,5.449,100.0,62.0,,0.247,42.51,,5.707,,,,,
Myanmar,2.14,13.81,,10.6,29.2,7.0,5.8,2.334,3.614,0.603,,250.0,23.1,46.2,338.0,0.2,24.2,156.0,19.900000000000002,66.8,28.509,60.2,91.0,61.0,4.434,,,,97.932,61.069,84.751,,,,,,,74.9,102.041,61.72,11.11,,,81.774,64.333,5.8,0.0,0.007,,,69.815,18.400000000000002,1.395,,0.5640000000000001,10.973,25.992,1.577,0.0,,,30.678,92.68900000000001,1.995,0.0,0.004,0.031,,,,,38.792,,,35.557,56.855000000000004,77.046,,0.778,1.0,3.24,0.009000000000000001,9.307,0.003,,0.481,0.0,748.601,,21.409,48.51,19.52,46.852000000000004,0.0,27.505,27.856,0.803,0.385,0.0,2.3000000000000003,11.1,67.26,,81.3,29.0,9.3,0.0,44.92,,1.0,,15.826,0.0,,
Honduras,17.080000000000002,30.34,,12.9,22.7,1.4000000000000001,21.400000000000002,2.2880000000000003,1.7750000000000001,1.039,,65.0,9.6,17.6,37.0,0.09,14.0,61.0,16.7,75.2,72.912,82.8,89.0,65.0,5.93,,,,80.095,45.764,96.516,,,,,,,76.0,100.0,56.624,21.09,,,94.827,81.251,4.6000000000000005,3.15,1.309,,,86.5,53.1,1.052,,-2.945,3.3850000000000002,45.343,5.386,0.186,,,31.7,32.125,2.473,0.0,0.005,0.015,,,,,52.315,,,20.629,96.143,71.864,,1.102,2.3000000000000003,23.56,1.948,13.189,1.669,,1.038,0.255,0.0,,48.949,59.15,12.638,18.283,0.136,65.409,,0.741,0.763,0.618,41.7,55.4,59.359,4.1,93.60000000000001,26.0,14.1,0.0,48.53,,9.387,,23.363,0.0,,
Cambodia,0.18,12.3,,16.4,32.4,9.6,3.9,2.1750000000000003,3.569,0.55,,160.0,14.4,28.0,302.0,0.05,21.1,150.0,17.8,69.4,50.177,89.0,84.0,60.0,4.998,,,,90.266,58.409,92.212,,,,,,,56.5,71.93,85.59400000000001,20.0,,,78.511,59.227000000000004,1.0,0.0,0.924,,,89.07000000000001,17.69,1.602,,-0.109,16.81,21.672,0.677,0.077,,,40.0,82.82000000000001,2.145,0.0,0.009000000000000001,0.11800000000000001,,,,,35.447,,,25.614,77.277,73.753,,0.785,0.9,10.97,0.969,11.918000000000001,0.468,,0.458,0.135,0.0,,19.16,53.1,44.86,61.365,0.005,39.539,32.996,0.812,1.7890000000000001,0.013000000000000001,1.8,28.7,55.451,4.181,73.3,20.0,19.3,0.0,45.9,,3.148,,19.919,0.0,,
Mongolia,0.32,4.25,,13.4,10.8,1.0,20.6,2.528,0.609,1.1360000000000001,,45.0,8.700000000000001,16.3,428.0,0.01,30.2,156.0,16.5,69.8,30.993000000000002,98.9,99.0,62.0,5.563,,,,97.69800000000001,105.172,98.63,,,,,,,65.2,106.061,79.837,17.330000000000002,,,83.313,58.479,3.4,3.3000000000000003,3.623,,,85.87,42.800000000000004,3.388,,-1.24,12.294,92.971,6.011,0.247,,,47.161,83.723,2.096,0.0,0.044,0.134,,,,,40.519,,,40.113,34.454,47.689,,3.718,4.7,59.086,4.247,78.854,1.4020000000000001,,8.157,0.635,20728.832000000002,,,,,,0.007,43.67,42.109,0.9480000000000001,0.0,0.02,6.2,23.133,50.002,3.532,99.3,35.0,17.3,0.0,29.51,,7.339,,24.941,0.0,,
Mauritius,0.2,1.11,,6.5,,,10.8,2.235,5.235,1.112,,61.0,9.200000000000001,15.5,13.0,0.7000000000000001,22.6,38.0,13.700000000000001,74.8,25.735,99.8,97.0,63.0,6.2410000000000005,,,,94.805,86.754,99.042,,,,,,,40.800000000000004,97.895,62.907000000000004,20.0,,,99.866,95.505,26.3,2.5,72.41,,,98.031,93.34,1.391,,0.658,0.96,89.843,6.674,3.342,,,58.596000000000004,65.286,2.8000000000000003,0.0,0.1,0.364,,,,,50.35,,,14.458,99.0,70.238,,2.319,8.6,225.413,11.014,26.8,19.241,,3.638,1.67,0.0,,11.753,65.0,47.94,6.518,1.802,9.31,,0.389,0.059000000000000004,22.081,1.8,40.733000000000004,65.145,5.316,,52.0,,0.0,28.46,,7.548,,22.555,79.83500000000001,,
Bangladesh,4.28,31.01,,14.700000000000001,36.1,14.3,3.6,2.134,4.4110000000000005,0.674,,173.0,17.1,30.2,221.0,0.01,21.6,149.0,15.3,72.7,82.962,49.800000000000004,97.0,48.0,5.114,,,,90.532,87.96600000000001,93.296,,,,,,,72.60000000000001,77.941,44.501,20.92,,,97.016,48.233000000000004,5.7,0.0,1.032,,,88.0,17.72,1.137,,0.598,3.673,50.047000000000004,4.19,0.046,,,15.0,41.241,2.3890000000000002,16.4,0.019,,,,,,38.681,,,60.846000000000004,37.08,81.83,,0.664,0.9,1.651,0.401,8.505,0.177,,0.516,0.067,0.0,,34.469,33.52,1.7,15.649000000000001,0.001,48.025,20.761,0.757,0.246,0.012,2.2,78.2,68.387,3.9570000000000003,56.2,26.0,4.3,0.0,50.74,,1.96,,10.21,0.0,,
South Africa,24.45,34.14,,6.2,27.400000000000002,2.5,28.3,2.2560000000000002,5.648,0.546,,119.0,10.700000000000001,33.8,520.0,4.94,26.2,87.0,25.900000000000002,63.6,67.908,96.7,70.0,69.0,4.884,,,,87.013,80.769,95.324,,,,,,,77.9,95.238,77.917,46.58,,,92.679,75.747,44.4,21.66,5.817,,,84.4,84.75,1.784,,-4.337,2.805,69.218,28.181,0.301,,,56.167,77.485,3.1870000000000003,53.550000000000004,0.225,0.8200000000000001,,,,,67.33800000000001,,,25.102,98.31700000000001,57.112,,1.328,5.7,43.091,2.935,24.351,2.984,,9.139,0.531,1690.083,,51.878,55.58,33.6,26.556,0.08,30.7,35.81,0.77,0.135,0.843,35.9,27.0,31.477,4.091,88.60000000000001,44.0,,0.14300000000000002,22.19,,10.3,,30.881,47.125,,
Gabon,2.48,12.35,,10.5,17.5,3.4,15.0,2.21,1.601,1.025,,252.0,21.0,44.800000000000004,525.0,1.01,14.4,76.0,23.2,66.4,96.227,89.3,59.0,49.0,4.914,,,,,,89.784,,,,,,,44.0,81.522,72.542,14.790000000000001,,,85.771,47.413000000000004,0.5,0.0,3.985,,,92.191,79.12,1.537,,-5.033,4.83,58.602000000000004,20.004,0.234,,,62.0,91.816,2.092,0.0,0.03,0.579,,,,,39.825,,,44.386,94.496,27.747,,,7.6000000000000005,74.173,2.974,7.19,2.828,,2.228,0.375,,,51.291000000000004,63.58,43.17,39.63,0.058,61.667,93.608,0.961,0.066,2.456,8.0,50.0,28.369,3.5,89.60000000000001,31.0,13.4,0.0,35.6,,4.183,,16.787,0.0,,
Kuwait,,,,2.8000000000000003,4.9,3.1,37.9,2.243,5.656,0.6920000000000001,,12.0,4.5,7.9,23.0,0.04,17.400000000000002,104.0,17.6,74.8,8.194,99.9,99.0,76.0,6.152,,,,82.633,94.294,99.08,,,,,,,64.6,115.94200000000001,67.236,6.3500000000000005,,,100.0,100.0,2075.0,43.1,287.907,,,100.0,100.0,1.307,,-3.943,,79.84,2.182,7.288,,,99.599,131.05700000000002,3.0220000000000002,25.2,0.243,0.081,,,,,,,,60.745000000000005,,67.868,,1.1420000000000001,15.8,284.222,35.517,32.035000000000004,57.772,,23.348,4.734,0.28,,32.076,59.63,,48.351,0.371,59.027,,0.841,,5.239,1.8,9.067,85.831,4.436,,40.0,,0.0,33.86,,5.586,,,0.0,,
Iraq,1.11,14.48,,29.0,22.6,7.4,30.400000000000002,2.141,2.751,0.751,,79.0,15.3,26.7,42.0,,21.3,75.0,20.7,69.8,71.733,70.4,83.0,61.0,5.1000000000000005,,,,92.796,48.402,93.5,,,,,,,54.6,69.767,17.144000000000002,26.44,,,96.533,94.121,54.1,19.458000000000002,1.899,,,100.0,97.63,1.701,,-2.355,,22.665,12.822000000000001,0.139,,,75.0,39.833,2.0340000000000003,20.8,0.158,0.044,,,,,41.791000000000004,,,61.636,84.496,57.868,,1.299,6.1000000000000005,30.019000000000002,1.1460000000000001,13.193,0.552,,5.006,0.176,0.047,,0.0,44.94,,29.998,0.005,3.799,5.065,0.796,,0.028,9.9,26.5,67.039,,98.8,20.0,4.7,0.0,52.6,,,,26.279,0.0,,
Turkmenistan,26.560000000000002,54.08,,5.4,11.5,4.2,18.6,2.327,1.1,0.735,,7.0,21.0,45.800000000000004,46.0,,29.5,79.0,14.5,68.2,24.418,100.0,99.0,70.0,5.474,,,,,,99.8,,,,,,,75.60000000000001,,67.372,25.0,,,98.81400000000001,98.699,143.6,9.8,13.233,,,100.0,99.32000000000001,3.257,,1.1340000000000001,11.22,40.576,3.9130000000000003,0.403,,,21.251,15.301,2.229,0.0,0.001,,,,,,,,,21.768,77.802,71.016,,0.454,,29.583000000000002,8.159,30.058,2.354,,14.607000000000001,1.006,,,,,,,0.008,14.35,13.058,0.974,0.0,0.182,4.2,14.0,92.503,,99.60000000000001,19.0,0.3,0.0,85.44,,4.3260000000000005,,,0.0,,
Sao Tome and Principe,18.73,50.160000000000004,,7.0,17.2,4.0,12.4,2.122,2.084,1.087,,130.0,14.0,31.2,124.0,0.07,18.5,162.0,27.5,68.7,94.61,92.5,95.0,55.0,,,,,93.07600000000001,73.539,97.783,,,,,,,52.2,79.167,56.75,14.55,,,84.29,42.975,1.9000000000000001,0.155,4.946,,,72.511,16.81,,,-4.298,,,13.369,0.322,,,29.931,33.544000000000004,2.33,0.0,0.003,,,,,,44.057,,,28.54,98.473,,,0.461,1.2,489.344,5.143,9.51,2.2560000000000002,,0.652,0.223,0.0,,86.44,57.800000000000004,8.63,2.14,0.024,76.348,39.773,0.785,,0.084,3.4,33.15,,,95.2,46.0,26.0,0.0,,,7.564,,14.453000000000001,0.0,,
Lao PDR,8.91,36.2,,16.5,43.800000000000004,6.4,5.3,2.091,4.498,0.444,,185.0,22.7,47.300000000000004,162.0,0.08,27.0,188.0,16.6,65.8,65.41,40.1,68.0,51.0,4.859,,,,91.467,67.106,92.46300000000001,,,,,,,71.60000000000001,85.714,96.267,27.52,,,82.062,74.459,2.3000000000000003,0.0,0.713,,,93.60000000000001,5.62,,,0.23,9.363,29.056,0.626,0.048,,,25.51,42.008,2.441,0.0,0.012,0.037,,,,,46.751,,,25.11,82.33800000000001,71.587,,0.396,1.0,18.675,0.648,7.6290000000000004,0.305,,0.133,0.081,12.744,,,,,,0.001,46.513,19.905,0.81,1.0030000000000001,0.01,7.0,,60.745000000000005,3.91,73.0,29.0,10.1,0.0,64.49,,3.622,,14.312000000000001,0.0,,
